Standard,Subject,Grade,Strand,Standard Number,Description
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.A,Apply and extend previous understandings of multiplication and division to divide fractions by fractions.
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.A.1,Compute and interpret quotients of positive fractions.
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.A.1.a,Solve problems involving division of fractions by fractions.
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.B,"Compute with non-negative multi-digit numbers, and find common factors and multiples."
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.B.2,Demonstrate fluency with division of multi-digit whole numbers.
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.B.3,"Demonstrate fluency with addition, subtraction, multiplication and division of decimals."
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.B.4,Find common factors and multiples.
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.B.4.a,Find the greatest common factor (GCF) and the least common multiple (LCM).
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.B.4.b,Use the distributive property to express a sum of two whole numbers with a common factor as a multiple of a sum of two whole numbers.
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.C,Apply and extend previous understandings of numbers to the system of rational numbers.
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.C.5,Use positive and negative numbers to represent quantities.
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.C.6,Locate a rational number as a point on the number line.
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.C.6.a,Locate rational numbers on a horizontal or vertical number line.
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.C.6.b,"Write, interpret and explain problems of ordering of rational numbers."
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.C.6.c,Understand that a number and its opposite (additive inverse) are located on opposite sides of zero on the number line.
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.C.7,Understand that the absolute value of a rational number is its distance from 0 on the number line.
Missouri Learning Standards: Math,Math,6,The Number System,6.NS.C.8,"Extend prior knowledge to generate equivalent representations of rational numbers between fractions, decimals and percentages (limited to terminating decimals and/or benchmark fractions of 1/3 and 2/3)."
Missouri Learning Standards: Math,Math,7,The Number System,7.NS.A,"Apply and extend previous understandings of operations to add, subtract, multiply and divide rational numbers."
Missouri Learning Standards: Math,Math,7,The Number System,7.NS.A.1,Apply and extend previous understandings of numbers to add and subtract rational numbers.
Missouri Learning Standards: Math,Math,7,The Number System,7.NS.A.1.a,Add and subtract rational numbers.
Missouri Learning Standards: Math,Math,7,The Number System,7.NS.A.1.b,Represent addition and subtraction on a horizontal or vertical number line.
Missouri Learning Standards: Math,Math,7,The Number System,7.NS.A.1.c,Describe situations and show that a number and its opposite have a sum of 0 (additive inverses).
Missouri Learning Standards: Math,Math,7,The Number System,7.NS.A.1.d,Understand subtraction of rational numbers as adding the additive inverse.
Missouri Learning Standards: Math,Math,7,The Number System,7.NS.A.1.e,Determine the distance between two rational numbers on the number line is the absolute value of their difference.
Missouri Learning Standards: Math,Math,7,The Number System,7.NS.A.1.f,Interpret sums and differences of rational numbers.
Missouri Learning Standards: Math,Math,7,The Number System,7.NS.A.2,Apply and extend previous understandings of numbers to multiply and divide rational numbers.
Missouri Learning Standards: Math,Math,7,The Number System,7.NS.A.2.a,Multiply and divide rational numbers.
Missouri Learning Standards: Math,Math,7,The Number System,7.NS.A.2.b,Determine that a number and its reciprocal have a product of 1 (multiplicative inverse).
Missouri Learning Standards: Math,Math,7,The Number System,7.NS.A.2.c,Understand that every quotient of integers (with non-zero divisor) is a rational number.
Missouri Learning Standards: Math,Math,7,The Number System,7.NS.A.2.d,Convert a rational number to a decimal.
Missouri Learning Standards: Math,Math,7,The Number System,7.NS.A.2.e,Understand that all rational numbers can be written as fractions or decimal numbers that terminate or repeat.
Missouri Learning Standards: Math,Math,7,The Number System,7.NS.A.2.f,Interpret products and quotients of rational numbers by describing real-world contexts.
Missouri Learning Standards: Math,Math,7,The Number System,7.NS.A.3,Solve problems involving the four arithmetic operations with rational numbers.
Missouri Learning Standards: Math,Math,8,The Number System,8.NS.A,"Know that there are numbers that are not rational, and approximate them by rational numbers."
Missouri Learning Standards: Math,Math,8,The Number System,8.NS.A.1,Explore the real number system.
Missouri Learning Standards: Math,Math,8,The Number System,8.NS.A.1.a,Know the differences between rational and irrational numbers.
Missouri Learning Standards: Math,Math,8,The Number System,8.NS.A.1.b,Understand that all rational numbers have a decimal expansion that terminates or repeats.
Missouri Learning Standards: Math,Math,8,The Number System,8.NS.A.1.c,Convert decimals which repeat into fractions and fractions into repeating decimals.
Missouri Learning Standards: Math,Math,8,The Number System,8.NS.A.1.d,Generate equivalent representations of rational numbers.
Missouri Learning Standards: Math,Math,8,The Number System,8.NS.A.2,Estimate the value and compare the size of irrational numbers and approximate their locations on a number line.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.A,Apply and extend previous understandings of arithmetic to algebraic expressions.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.A.1,Describe the difference between an expression and an equation.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.A.2,Create and evaluate expressions involving variables and whole number exponents.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.A.2.a,Identify parts of an expression using mathematical terminology.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.A.2.b,Evaluate expressions at specific values of the variables.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.A.2.c,Evaluate non-negative rational number expressions.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.A.2.d,Write and evaluate algebraic expressions.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.A.2.e,Understand the meaning of the variable in the context of the situation.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.A.3,Identify and generate equivalent algebraic expressions using mathematical properties.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.B,Reason about and solve one-variable equations and inequalities.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.B.4,Use substitution to determine whether a given number in a specified set makes a one-variable equation or inequality true.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.B.5,"Understand that if any solutions exist, the solution set for an equation or inequality consists of values that make the equation or inequality true."
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.B.6,"Write and solve equations using variables to represent quantities, and understand the meaning of the variable in the context of the situation."
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.B.7,Solve one-step linear equations in one variable involving nonnegative rational numbers.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.B.8,Recognize that inequalities may have infinitely many solutions.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.B.8.a,"Write an inequality of the form x > c, x ≥ c, or x ≤ c to represent a constraint or condition."
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.B.8.b,Graph the solution set of an inequality.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.C,Represent and analyze quantitative relationships between dependent and independent variables.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.C.9,Identify and describe relationships between two variables that change in relationship to one another.
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.C.9.a,"Write an equation to express one quantity, the dependent variable, in terms of the other quantity, the independent variable."
Missouri Learning Standards: Math,Math,6,"Expressions, Equations and inequality",6.EEI.C.9.b,"Analyze the relationship between the dependent and independent variables using graphs, tables and equations and relate these representations to each other."
Missouri Learning Standards: Math,Math,7,"Expressions, Equations and inequality",7.EEI.A,Use properties of operations to generate equivalent expressions.
Missouri Learning Standards: Math,Math,7,"Expressions, Equations and inequality",7.EEI.A.1,Apply properties of operations to simplify and to factor linear algebraic expressions with rational coefficients.
Missouri Learning Standards: Math,Math,7,"Expressions, Equations and inequality",7.EEI.A.2,Understand how to use equivalent expressions to clarify quantities in a problem.
Missouri Learning Standards: Math,Math,7,"Expressions, Equations and inequality",7.EEI.B,Solve problems using numerical and algebraic expressions and equations.
Missouri Learning Standards: Math,Math,7,"Expressions, Equations and inequality",7.EEI.B.3,Solve multi-step problems posed with rational numbers.
Missouri Learning Standards: Math,Math,7,"Expressions, Equations and inequality",7.EEI.B.3.a,Convert between equivalent forms of the same number.
Missouri Learning Standards: Math,Math,7,"Expressions, Equations and inequality",7.EEI.B.3.b,Assess the reasonableness of answers using mental computation and estimation strategies.
Missouri Learning Standards: Math,Math,7,"Expressions, Equations and inequality",7.EEI.B.4,Write and/or solve linear equations and inequalities in one variable.
Missouri Learning Standards: Math,Math,7,"Expressions, Equations and inequality",7.EEI.B.4.a,Write and/or solve equations of the form x+p = q and px = q in which p and q are rational numbers.
Missouri Learning Standards: Math,Math,7,"Expressions, Equations and inequality",7.EEI.B.4.b,"Write and/or solve two-step equations of the form px + q = r and p(x + q) = r, where p, q and r are rational numbers, and interpret the meaning of the solution in the context of the problem."
Missouri Learning Standards: Math,Math,7,"Expressions, Equations and inequality",7.EEI.B.4.c,"Write, solve and/or graph inequalities of the form px + q > r or px + q < r, where p, q and r are rational numbers."
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.A,Work with radicals and integer exponents.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.A.1,Know and apply the properties of integer exponents to generate equivalent expressions.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.A.2,Investigate concepts of square and cube roots.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.A.2.a,"Solve equations of the form x² = p and x² = p, where p is a positive rational number."
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.A.2.b,Evaluate square roots of perfect squares less than or equal to 625 and cube roots of perfect cubes less than or equal to 1000.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.A.2.c,Recognize that square roots of non-perfect squares are irrational.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.A.3,Express very large and very small quantities in scientific notation and approximate how many times larger one is than the other.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.A.4,Use scientific notation to solve problems.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.A.4.a,"Perform operations with numbers expressed in scientific notation, including problems where both decimal and scientific notation are used."
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.A.4.b,Use scientific notation and choose units of appropriate size for measurements of very large or very small quantities.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.B,"Understand the connections between proportional relationships, lines and linear equations."
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.B.5,Graph proportional relationships.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.B.5.a,Interpret the unit rate as the slope of the graph.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.B.5.b,Compare two different proportional relationships.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.B.6,"Apply concepts of slope and y-intercept to graphs, equations and proportional relationships."
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.B.6.a,Explain why the slope (m) is the same between any two distinct points on a non-vertical line in the Cartesian coordinate plane.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.B.6.b,Derive the equation y = mx for a line through the origin and the equation y = mx + b for a line intercepting the vertical axis at b.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.C,Analyze and solve linear equations and inequalities and pairs of simultaneous linear equations.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.C.7,Solve linear equations and inequalities in one variable.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.C.7.a,"Create and identify linear equations with one solution, infinitely many solutions or no solutions."
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.C.7.b,"Solve linear equations and inequalities with rational number coefficients, including equations and inequalities whose solutions require expanding expressions using the distributive property and combining like terms."
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.C.8,Analyze and solve systems of linear equations.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.C.8.a,Graph systems of linear equations and recognize the intersection as the solution to the system.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.C.8.b,Explain why solution(s) to a system of two linear equations in two variables correspond to point(s) of intersection of the graphs.
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.C.8.c,"Explain why systems of linear equations can have one solution, no solution or infinitely many solutions."
Missouri Learning Standards: Math,Math,8,"Expressions, Equations and inequality",8.EEI.C.8.d,Solve systems of two linear equations.
Missouri Learning Standards: Math,Math,6,Geometry and Measurement,6.GM.A,"Solve problems involving area, surface area and volume."
Missouri Learning Standards: Math,Math,6,Geometry and Measurement,6.GM.A.1,Find the area of polygons by composing or decomposing the shapes into rectangles or triangles.
Missouri Learning Standards: Math,Math,6,Geometry and Measurement,6.GM.A.2,Find the volume of right rectangular prisms.
Missouri Learning Standards: Math,Math,6,Geometry and Measurement,6.GM.A.2.a,Understand that the volume of a right rectangular prism can be found by filling the prism with multiple layers of the base.
Missouri Learning Standards: Math,Math,6,Geometry and Measurement,6.GM.A.2.b,Apply V = l * w * h and V = Bh to find the volume of right rectangular prisms.
Missouri Learning Standards: Math,Math,6,Geometry and Measurement,6.GM.A.3,Solve problems by graphing points in all four quadrants of the Cartesian coordinate plane.
Missouri Learning Standards: Math,Math,6,Geometry and Measurement,6.GM.A.3.a,Understand signs of numbers in ordered pairs as indicating locations in quadrants of the Cartesian coordinate plane.
Missouri Learning Standards: Math,Math,6,Geometry and Measurement,6.GM.A.3.b,"Recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes."
Missouri Learning Standards: Math,Math,6,Geometry and Measurement,6.GM.A.3.c,Find distances between points with the same first coordinate or the same second coordinate.
Missouri Learning Standards: Math,Math,6,Geometry and Measurement,6.GM.A.3.d,Construct polygons in the Cartesian coordinate plane.
Missouri Learning Standards: Math,Math,6,Geometry and Measurement,6.GM.A.4,Solve problems using nets.
Missouri Learning Standards: Math,Math,6,Geometry and Measurement,6.GM.A.4.a,Represent three-dimensional figures using nets made up of rectangles and triangles.
Missouri Learning Standards: Math,Math,6,Geometry and Measurement,6.GM.A.4.b,Use nets to find the surface area of three-dimensional figures whose sides are made up of rectangles and triangles.
Missouri Learning Standards: Math,Math,7,Geometry and Measurement,7.GM.A,Draw and describe geometrical figures and describe the relationships between them.
Missouri Learning Standards: Math,Math,7,Geometry and Measurement,7.GM.A.1,"Solve problems involving scale drawings of real objects and geometric figures, including computing actual lengths and areas from a scale drawing and reproducing the drawing at a different scale."
Missouri Learning Standards: Math,Math,7,Geometry and Measurement,7.GM.A.2,Use a variety of tools to construct geometric shapes.
Missouri Learning Standards: Math,Math,7,Geometry and Measurement,7.GM.A.2.a,Determine if provided constraints will create a unique triangle through construction.
Missouri Learning Standards: Math,Math,7,Geometry and Measurement,7.GM.A.2.b,Construct special quadrilaterals given specific parameters.
Missouri Learning Standards: Math,Math,7,Geometry and Measurement,7.GM.A.3,"Describe two-dimensional cross sections of pyramids, prisms, cones and cylinders."
Missouri Learning Standards: Math,Math,7,Geometry and Measurement,7.GM.A.4,Understand concepts of circles.
Missouri Learning Standards: Math,Math,7,Geometry and Measurement,7.GM.A.4.a,"Analyze the relationships among the circumference, the radius, the diameter, the area and Pi in a circle."
Missouri Learning Standards: Math,Math,7,Geometry and Measurement,7.GM.A.4.b,Know and apply the formulas for circumference and area of circles to solve problems.
Missouri Learning Standards: Math,Math,7,Geometry and Measurement,7.GM.B,"Apply and extend previous understanding of angle measure, area and volume."
Missouri Learning Standards: Math,Math,7,Geometry and Measurement,7.GM.B.5,Use angle properties to write and solve equations for an unknown angle.
Missouri Learning Standards: Math,Math,7,Geometry and Measurement,7.GM.B.6,"Understand the relationship between area, surface area and volume."
Missouri Learning Standards: Math,Math,7,Geometry and Measurement,7.GM.B.6.a,"Find the area of triangles, quadrilaterals and other polygons composed of triangles and rectangles."
Missouri Learning Standards: Math,Math,7,Geometry and Measurement,7.GM.B.6.b,"Find the volume and surface area of prisms, pyramids and cylinders."
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.A,"Understand congruence and similarity using physical models, transparencies or geometry software."
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.A.1,Verify experimentally the congruence properties of rigid transformations.
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.A.1.a,"Verify that angle measure, betweeness, collinearity and distance are preserved under rigid transformations."
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.A.1.b,Investigate if orientation is preserved under rigid transformations.
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.A.2,Understand that two-dimensional figures are congruent if a series of rigid transformations can be performed to map the preimage to the image.
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.A.2.a,Describe a possible sequence of rigid transformations between two congruent figures.
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.A.3,"Describe the effect of dilations, translations, rotations and reflections on two-dimensional figures using coordinates."
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.A.4,"Understand that two-dimensional figures are similar if a series of transformations (rotations, reflections, translations and dilations) can be performed to map the pre-image to the image."
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.A.4.a,Describe a possible sequence of transformations between two similar figures.
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.A.5,Explore angle relationships and establish informal arguments.
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.A.5.a,Derive the sum of the interior angles of a triangle.
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.A.5.b,Explore the relationship between the interior and exterior angles of a triangle.
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.A.5.c,Construct and explore the angles created when parallel lines are cut by a transversal.
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.A.5.d,Use the properties of similar figures to solve problems.
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.B,Understand and apply the Pythagorean Theorem.
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.B.6,Use models to demonstrate a proof of the Pythagorean Theorem and its converse.
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.B.7,Use the Pythagorean Theorem to determine unknown side lengths in right triangles in problems in two-and three-dimensional contexts.
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.B.8,Use the Pythagorean Theorem to find the distance between points in a Cartesian coordinate system.
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.C,"Solve problems involving volume of cones, pyramids and spheres."
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.C.9,Solve problems involving surface area and volume.
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.C.9.a,Understand the concept of surface area and find surface area of pyramids.
Missouri Learning Standards: Math,Math,8,Geometry and Measurement,8.GM.C.9.b,"Understand the concepts of volume and find the volume of pyramids, cones and spheres."
Missouri Learning Standards: Math,Math,6,"Data analysis,statistics and probability",6.DSP.A,Develop understanding of statistical variability.
Missouri Learning Standards: Math,Math,6,"Data analysis,statistics and probability",6.DSP.A.1,Recognize a statistical question as one that anticipates variability in the data related to the question and accounts for it in the answers.
Missouri Learning Standards: Math,Math,6,"Data analysis,statistics and probability",6.DSP.A.2,"Understand that a set of data collected to answer a statistical question has a distribution which can be described by its center, spread and overall shape."
Missouri Learning Standards: Math,Math,6,"Data analysis,statistics and probability",6.DSP.A.3,"Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary from a single number."
Missouri Learning Standards: Math,Math,6,"Data analysis,statistics and probability",6.DSP.B,Summarize and describe distributions.
Missouri Learning Standards: Math,Math,6,"Data analysis,statistics and probability",6.DSP.B.4,Display and interpret data.
Missouri Learning Standards: Math,Math,6,"Data analysis,statistics and probability",6.DSP.B.4.a,"Use dot plots, histograms and box plots to display and interpret numerical data."
Missouri Learning Standards: Math,Math,6,"Data analysis,statistics and probability",6.DSP.B.4.b,Create and interpret circle graphs.
Missouri Learning Standards: Math,Math,6,"Data analysis,statistics and probability",6.DSP.B.5,Summarize numerical data sets in relation to the context.
Missouri Learning Standards: Math,Math,6,"Data analysis,statistics and probability",6.DSP.B.5.a,Report the number of observations.
Missouri Learning Standards: Math,Math,6,"Data analysis,statistics and probability",6.DSP.B.5.b,"Describe the nature of the attribute under investigation, including how it was measured and its units of measurement."
Missouri Learning Standards: Math,Math,6,"Data analysis,statistics and probability",6.DSP.B.5.c,"Give quantitative measures of center (median and/or mean) and variability (interquartile range and/or mean absolute deviation), as well as describing any overall pattern and any striking deviations from the overall pattern with reference to the context of the data."
Missouri Learning Standards: Math,Math,6,"Data analysis,statistics and probability",6.DSP.B.5.d,Analyze the choice of measures of center and variability based on the shape of the data distribution and/or the context of the data.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.A,Use random sampling to draw inferences about a population.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.A.1,Understand that statistics can be used to gain information about a population by examining a sample of the population.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.A.1.a,Understand that a sample is a subset of a population.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.A.1.b,Understand that generalizations from a sample are valid only if the sample is representative of the population.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.A.1.c,Understand that random sampling is used to produce representative samples and support valid inferences.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.A.2,Use data from multiple samples to draw inferences about a population and investigate variability in estimates of the characteristic of interest.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.B,Draw informal comparative inferences about two populations.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.B.3,Analyze different data distributions using statistical measures.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.B.4,"Compare the numerical measures of center, measures of frequency and measures of variability from two random samples to draw inferences about the population."
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.C,"Develop, use and evaluate probability models."
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.C.5,Investigate the probability of chance events.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.C.5.a,Determine probabilities of simple events.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.C.5.b,Understand that the probability of a chance event is a number between 0 and 1 that expresses the likelihood of the event occurring.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.C.6,Investigate the relationship between theoretical and experimental probabilities for simple events.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.C.6.a,Predict outcomes using theoretical probability.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.C.6.b,Perform experiments that model theoretical probability.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.C.6.c,Compare theoretical and experimental probabilities.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.C.7,Explain possible discrepancies between a developed probability model and observed frequencies.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.C.7.a,"Develop a uniform probability model by assigning equal probability to all outcomes, and use the model to determine probabilities of events."
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.C.7.b,Develop a probability model (which may not be uniform) by observing frequencies in data generated from a chance process.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.C.8,"Find probabilities of compound events using organized lists, tables, tree diagrams and simulations."
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.C.8.a,Represent the sample space of a compound event.
Missouri Learning Standards: Math,Math,7,"Data analysis,statistics and probability",7.DSP.C.8.b,Design and use a simulation to generate frequencies for compound events.
Missouri Learning Standards: Math,Math,8,"Data analysis,statistics and probability",8.DSP.A,Investigate patterns of association in bivariate data.
Missouri Learning Standards: Math,Math,8,"Data analysis,statistics and probability",8.DSP.A.1,Construct and interpret scatter plots of bivariate measurement data to investigate patterns of association between two quantities.
Missouri Learning Standards: Math,Math,8,"Data analysis,statistics and probability",8.DSP.A.2,"Generate and use a trend line for bivariate data, and informally assess the fit of the line."
Missouri Learning Standards: Math,Math,8,"Data analysis,statistics and probability",8.DSP.A.3,Interpret the parameters of a linear model of bivariate measurement data to solve problems.
Missouri Learning Standards: Math,Math,8,"Data analysis,statistics and probability",8.DSP.A.4,Understand the patterns of association in bivariate categorical data displayed in a two-way table.
Missouri Learning Standards: Math,Math,8,"Data analysis,statistics and probability",8.DSP.A.4.a,Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects.
Missouri Learning Standards: Math,Math,8,"Data analysis,statistics and probability",8.DSP.A.4.b,Use relative frequencies calculated for rows or columns to describe possible association between the two variables.
Missouri Learning Standards: Math,Math,8,Functions,8.F.A,"Define, evaluate and compare functions."
Missouri Learning Standards: Math,Math,8,Functions,8.F.A.1,Explore the concept of functions.
Missouri Learning Standards: Math,Math,8,Functions,8.F.A.1.a,Understand that a function assigns to each input exactly one output.
Missouri Learning Standards: Math,Math,8,Functions,8.F.A.1.b,Determine if a relation is a function.
Missouri Learning Standards: Math,Math,8,Functions,8.F.A.1.c,Graph a function.
Missouri Learning Standards: Math,Math,8,Functions,8.F.A.2,Compare characteristics of two functions each represented in a different way.
Missouri Learning Standards: Math,Math,8,Functions,8.F.A.3,Investigate the differences between linear and nonlinear functions.
Missouri Learning Standards: Math,Math,8,Functions,8.F.A.3.a,"Interpret the equation y = mx + b as defining a linear function, whose parameters are the slope (m) and the y-intercept (b)."
Missouri Learning Standards: Math,Math,8,Functions,8.F.A.3.b,Recognize that the graph of a linear function has a constant rate of change.
Missouri Learning Standards: Math,Math,8,Functions,8.F.A.3.c,Give examples of nonlinear functions.
Missouri Learning Standards: Math,Math,8,Functions,8.F.B,Use functions to model relationships between quantities.
Missouri Learning Standards: Math,Math,8,Functions,8.F.B.4,Use functions to model linear relationships between quantities.
Missouri Learning Standards: Math,Math,8,Functions,8.F.B.4.a,Explain the parameters of a linear function based on the context of a problem.
Missouri Learning Standards: Math,Math,8,Functions,8.F.B.4.b,Determine the parameters of a linear function.
Missouri Learning Standards: Math,Math,8,Functions,8.F.B.4.c,Determine the x-intercept of a linear function.
Missouri Learning Standards: Math,Math,8,Functions,8.F.B.5,Describe the functional relationship between two quantities from a graph or a verbal description.
Missouri Learning Standards: Math,Math,9,Number and Quantity,A1.NQ.A,Extend and use properties of rational exponents.
Missouri Learning Standards: Math,Math,10,Number and Quantity,A1.NQ.A,Extend and use properties of rational exponents.
Missouri Learning Standards: Math,Math,11,Number and Quantity,A1.NQ.A,Extend and use properties of rational exponents.
Missouri Learning Standards: Math,Math,12,Number and Quantity,A1.NQ.A,Extend and use properties of rational exponents.
Missouri Learning Standards: Math,Math,9,Number and Quantity,A1.NQ.A.1,Explain how the meaning of rational exponents extends from the properties of integer exponents.
Missouri Learning Standards: Math,Math,10,Number and Quantity,A1.NQ.A.1,Explain how the meaning of rational exponents extends from the properties of integer exponents.
