Standard,Subject,Grade,Strand,Standard Number,Description
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS2.B-4,Create and analyze a graph to use as evidence to support the claim that gravitational interactions depend on the mass of interacting objects.
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS2.B-5,Conduct an investigation and evaluate the experimental design to provide evidence that electric and magnetic fields exist between objects exerting forces on each other even though the objects are not in contact.
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS2.B-5,Conduct an investigation and evaluate the experimental design to provide evidence that electric and magnetic fields exist between objects exerting forces on each other even though the objects are not in contact.
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS2.B-5,Conduct an investigation and evaluate the experimental design to provide evidence that electric and magnetic fields exist between objects exerting forces on each other even though the objects are not in contact.
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS2.B-4,Use mathematical representations of Newton's Law of Gravitation to describe and predict the gravitational forces between objects.
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS2.B-4,Use mathematical representations of Newton's Law of Gravitation to describe and predict the gravitational forces between objects.
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS2.B-4,Use mathematical representations of Newton's Law of Gravitation to describe and predict the gravitational forces between objects.
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS2.B-4,Use mathematical representations of Newton's Law of Gravitation to describe and predict the gravitational forces between objects.
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS2.B-5,Plan and conduct an investigation to provide evidence that an electric current can produce a magnetic field and that a changing magnetic field can produce an electric current.
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS2.B-5,Plan and conduct an investigation to provide evidence that an electric current can produce a magnetic field and that a changing magnetic field can produce an electric current.
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS2.B-5,Plan and conduct an investigation to provide evidence that an electric current can produce a magnetic field and that a changing magnetic field can produce an electric current.
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS2.B-5,Plan and conduct an investigation to provide evidence that an electric current can produce a magnetic field and that a changing magnetic field can produce an electric current.
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS3.A-1,Construct and interpret graphical displays of data to describe the relationships of kinetic energy to the mass of an object and to the speed of an object.
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS3.A-1,Construct and interpret graphical displays of data to describe the relationships of kinetic energy to the mass of an object and to the speed of an object.
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS3.A-1,Construct and interpret graphical displays of data to describe the relationships of kinetic energy to the mass of an object and to the speed of an object.
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS3.A-2,"Develop a model to describe that when the arrangement of objects interacting at a distance changes, different amounts of potential energy are stored in the system."
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS3.A-2,"Develop a model to describe that when the arrangement of objects interacting at a distance changes, different amounts of potential energy are stored in the system."
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS3.A-2,"Develop a model to describe that when the arrangement of objects interacting at a distance changes, different amounts of potential energy are stored in the system."
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS3.A-3,"Apply scientific principles to design, construct, and test a device that either minimizes or maximizes thermal energy transfer."
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS3.A-3,"Apply scientific principles to design, construct, and test a device that either minimizes or maximizes thermal energy transfer."
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS3.A-3,"Apply scientific principles to design, construct, and test a device that either minimizes or maximizes thermal energy transfer."
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS3.A-4,"Plan and conduct an investigation to determine the relationships among the energy transferred, the type of matter, the mass, and the change in the temperature of the sample."
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS3.A-4,"Plan and conduct an investigation to determine the relationships among the energy transferred, the type of matter, the mass, and the change in the temperature of the sample."
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS3.A-4,"Plan and conduct an investigation to determine the relationships among the energy transferred, the type of matter, the mass, and the change in the temperature of the sample."
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS3.A-1,Create a computational model to calculate the change in the energy of one component in a system when the changes in energy are known.
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS3.A-1,Create a computational model to calculate the change in the energy of one component in a system when the changes in energy are known.
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS3.A-1,Create a computational model to calculate the change in the energy of one component in a system when the changes in energy are known.
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS3.A-1,Create a computational model to calculate the change in the energy of one component in a system when the changes in energy are known.
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS3.A-2,Develop and use models to illustrate that energy at the macroscopic scale can be accounted for as a combination of energy associated with the motions of particles (objects) and energy associated with the relative position of particles (objects).
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS3.A-2,Develop and use models to illustrate that energy at the macroscopic scale can be accounted for as a combination of energy associated with the motions of particles (objects) and energy associated with the relative position of particles (objects).
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS3.A-2,Develop and use models to illustrate that energy at the macroscopic scale can be accounted for as a combination of energy associated with the motions of particles (objects) and energy associated with the relative position of particles (objects).
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS3.A-2,Develop and use models to illustrate that energy at the macroscopic scale can be accounted for as a combination of energy associated with the motions of particles (objects) and energy associated with the relative position of particles (objects).
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS3.A-3,"Design, build, and refine a device that works within given constraints to convert one form of energy into another form of energy."
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS3.A-3,"Design, build, and refine a device that works within given constraints to convert one form of energy into another form of energy."
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS3.A-3,"Design, build, and refine a device that works within given constraints to convert one form of energy into another form of energy."
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS3.A-3,"Design, build, and refine a device that works within given constraints to convert one form of energy into another form of energy."
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS3.B-5,"Construct, use, and present arguments to support the claim that when the kinetic energy of an object changes, energy is transferred to or from the object."
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS3.B-5,"Construct, use, and present arguments to support the claim that when the kinetic energy of an object changes, energy is transferred to or from the object."
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS3.B-5,"Construct, use, and present arguments to support the claim that when the kinetic energy of an object changes, energy is transferred to or from the object."
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS3.B-4,Plan and conduct an investigation to provide evidence that the transfer of thermal energy when two components of different temperature are combined within a closed system results in a more uniform energy distribution among the components in the system (second law of thermodynamics).
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS3.B-4,Plan and conduct an investigation to provide evidence that the transfer of thermal energy when two components of different temperature are combined within a closed system results in a more uniform energy distribution among the components in the system (second law of thermodynamics).
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS3.B-4,Plan and conduct an investigation to provide evidence that the transfer of thermal energy when two components of different temperature are combined within a closed system results in a more uniform energy distribution among the components in the system (second law of thermodynamics).
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS3.B-4,Plan and conduct an investigation to provide evidence that the transfer of thermal energy when two components of different temperature are combined within a closed system results in a more uniform energy distribution among the components in the system (second law of thermodynamics).
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS3.C-5,Develop and use a model of two objects interacting through electric or magnetic fields to illustrate the forces between objects and the changes in energy of the objects due to the interaction.
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS3.C-5,Develop and use a model of two objects interacting through electric or magnetic fields to illustrate the forces between objects and the changes in energy of the objects due to the interaction.
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS3.C-5,Develop and use a model of two objects interacting through electric or magnetic fields to illustrate the forces between objects and the changes in energy of the objects due to the interaction.
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS3.C-5,Develop and use a model of two objects interacting through electric or magnetic fields to illustrate the forces between objects and the changes in energy of the objects due to the interaction.
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS4.A-1,Use mathematical representations to describe a simple model for waves that includes how the amplitude of a wave is related to the energy in a wave.
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS4.A-1,Use mathematical representations to describe a simple model for waves that includes how the amplitude of a wave is related to the energy in a wave.
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS4.A-1,Use mathematical representations to describe a simple model for waves that includes how the amplitude of a wave is related to the energy in a wave.
Missouri Learning Standards: Science,Science,6,Physical Sciences,6-8-PS4.A-2,"Develop and use a model to describe that waves are reflected, absorbed, or transmitted through various materials."
Missouri Learning Standards: Science,Science,7,Physical Sciences,6-8-PS4.A-2,"Develop and use a model to describe that waves are reflected, absorbed, or transmitted through various materials."
Missouri Learning Standards: Science,Science,8,Physical Sciences,6-8-PS4.A-2,"Develop and use a model to describe that waves are reflected, absorbed, or transmitted through various materials."
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS4.A-1,"Use mathematical representations to support a claim regarding relationships among the frequency, wavelength, and speed of waves traveling in various media."
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS4.A-1,"Use mathematical representations to support a claim regarding relationships among the frequency, wavelength, and speed of waves traveling in various media."
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS4.A-1,"Use mathematical representations to support a claim regarding relationships among the frequency, wavelength, and speed of waves traveling in various media."
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS4.A-1,"Use mathematical representations to support a claim regarding relationships among the frequency, wavelength, and speed of waves traveling in various media."
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS4.A-2,"Evaluate the claims, evidence, and reasoning behind the idea that electromagnetic radiation can be described either by a wave model or a particle model, and that for some situations one model is more useful than the other."
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS4.A-2,"Evaluate the claims, evidence, and reasoning behind the idea that electromagnetic radiation can be described either by a wave model or a particle model, and that for some situations one model is more useful than the other."
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS4.A-2,"Evaluate the claims, evidence, and reasoning behind the idea that electromagnetic radiation can be described either by a wave model or a particle model, and that for some situations one model is more useful than the other."
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS4.A-2,"Evaluate the claims, evidence, and reasoning behind the idea that electromagnetic radiation can be described either by a wave model or a particle model, and that for some situations one model is more useful than the other."
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS4.B-3,Communicate technical information about how electromagnetic radiation interacts with matter.
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS4.B-3,Communicate technical information about how electromagnetic radiation interacts with matter.
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS4.B-3,Communicate technical information about how electromagnetic radiation interacts with matter.
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS4.B-3,Communicate technical information about how electromagnetic radiation interacts with matter.
Missouri Learning Standards: Science,Science,9,Physical Sciences,9-12-PS4.B-4,Evaluate the validity and reliability of claims in published materials of the effects that different frequencies of electromagnetic radiation have when absorbed by matter.
Missouri Learning Standards: Science,Science,10,Physical Sciences,9-12-PS4.B-4,Evaluate the validity and reliability of claims in published materials of the effects that different frequencies of electromagnetic radiation have when absorbed by matter.
Missouri Learning Standards: Science,Science,11,Physical Sciences,9-12-PS4.B-4,Evaluate the validity and reliability of claims in published materials of the effects that different frequencies of electromagnetic radiation have when absorbed by matter.
Missouri Learning Standards: Science,Science,12,Physical Sciences,9-12-PS4.B-4,Evaluate the validity and reliability of claims in published materials of the effects that different frequencies of electromagnetic radiation have when absorbed by matter.
Missouri Learning Standards: Science,Science,6,Life Sciences,6-8-LS1.A-1,Provide evidence that organisms (unicellular and multicellular) are made of cells and that a single cell must carry out all of the basic functions of life.
Missouri Learning Standards: Science,Science,7,Life Sciences,6-8-LS1.A-1,Provide evidence that organisms (unicellular and multicellular) are made of cells and that a single cell must carry out all of the basic functions of life.
Missouri Learning Standards: Science,Science,8,Life Sciences,6-8-LS1.A-1,Provide evidence that organisms (unicellular and multicellular) are made of cells and that a single cell must carry out all of the basic functions of life.
Missouri Learning Standards: Science,Science,6,Life Sciences,6-8-LS1.A-2,Develop and use a model to describe the function of a cell as a whole and ways parts of the cells contribute to that function.
Missouri Learning Standards: Science,Science,7,Life Sciences,6-8-LS1.A-2,Develop and use a model to describe the function of a cell as a whole and ways parts of the cells contribute to that function.
Missouri Learning Standards: Science,Science,8,Life Sciences,6-8-LS1.A-2,Develop and use a model to describe the function of a cell as a whole and ways parts of the cells contribute to that function.
Missouri Learning Standards: Science,Science,6,Life Sciences,6-8-LS1.A-3,"Develop an argument supported by evidence for how multicellular organisms are organized by varying levels of complexity; cells, tissue, organs, organ systems."
Missouri Learning Standards: Science,Science,7,Life Sciences,6-8-LS1.A-3,"Develop an argument supported by evidence for how multicellular organisms are organized by varying levels of complexity; cells, tissue, organs, organ systems."
Missouri Learning Standards: Science,Science,8,Life Sciences,6-8-LS1.A-3,"Develop an argument supported by evidence for how multicellular organisms are organized by varying levels of complexity; cells, tissue, organs, organ systems."
Missouri Learning Standards: Science,Science,6,Life Sciences,6-8-LS1.A-4,"Present evidence that body systems interact to carry out key body functions, including providing nutrients and oxygen to cells, removing carbon dioxide and waste from cells and the body, controlling body motion/activity and coordination, and protecting the body."
Missouri Learning Standards: Science,Science,7,Life Sciences,6-8-LS1.A-4,"Present evidence that body systems interact to carry out key body functions, including providing nutrients and oxygen to cells, removing carbon dioxide and waste from cells and the body, controlling body motion/activity and coordination, and protecting the body."
Missouri Learning Standards: Science,Science,8,Life Sciences,6-8-LS1.A-4,"Present evidence that body systems interact to carry out key body functions, including providing nutrients and oxygen to cells, removing carbon dioxide and waste from cells and the body, controlling body motion/activity and coordination, and protecting the body."
Missouri Learning Standards: Science,Science,9,Life Sciences,9-12-LS1.A-1,Construct a model of how the structure of DNA determines the structure of proteins which carry out the essential functions of life through systems of specialized cells.
Missouri Learning Standards: Science,Science,10,Life Sciences,9-12-LS1.A-1,Construct a model of how the structure of DNA determines the structure of proteins which carry out the essential functions of life through systems of specialized cells.
Missouri Learning Standards: Science,Science,11,Life Sciences,9-12-LS1.A-1,Construct a model of how the structure of DNA determines the structure of proteins which carry out the essential functions of life through systems of specialized cells.
Missouri Learning Standards: Science,Science,12,Life Sciences,9-12-LS1.A-1,Construct a model of how the structure of DNA determines the structure of proteins which carry out the essential functions of life through systems of specialized cells.
Missouri Learning Standards: Science,Science,9,Life Sciences,9-12-LS1.A-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.
Missouri Learning Standards: Science,Science,10,Life Sciences,9-12-LS1.A-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.
Missouri Learning Standards: Science,Science,11,Life Sciences,9-12-LS1.A-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.
Missouri Learning Standards: Science,Science,12,Life Sciences,9-12-LS1.A-2,Develop and use a model to illustrate the hierarchical organization of interacting systems that provide specific functions within multicellular organisms.
Missouri Learning Standards: Science,Science,9,Life Sciences,9-12-LS1.A-3,Plan and conduct an investigation to provide evidence that feedback mechanisms maintain homeostasis.
Missouri Learning Standards: Science,Science,10,Life Sciences,9-12-LS1.A-3,Plan and conduct an investigation to provide evidence that feedback mechanisms maintain homeostasis.
Missouri Learning Standards: Science,Science,11,Life Sciences,9-12-LS1.A-3,Plan and conduct an investigation to provide evidence that feedback mechanisms maintain homeostasis.
Missouri Learning Standards: Science,Science,12,Life Sciences,9-12-LS1.A-3,Plan and conduct an investigation to provide evidence that feedback mechanisms maintain homeostasis.
Missouri Learning Standards: Science,Science,6,Life Sciences,6-8-LS1.B-5,Construct an explanation for how characteristic animal behaviors as well as specialized plant structures affect the probability of successful reproduction of animals and plants respectively.
Missouri Learning Standards: Science,Science,7,Life Sciences,6-8-LS1.B-5,Construct an explanation for how characteristic animal behaviors as well as specialized plant structures affect the probability of successful reproduction of animals and plants respectively.
Missouri Learning Standards: Science,Science,8,Life Sciences,6-8-LS1.B-5,Construct an explanation for how characteristic animal behaviors as well as specialized plant structures affect the probability of successful reproduction of animals and plants respectively.
Missouri Learning Standards: Science,Science,6,Life Sciences,6-8-LS1.B-6,Construct a scientific explanation based on evidence for how environmental and genetic factors influence the growth of organisms.
Missouri Learning Standards: Science,Science,7,Life Sciences,6-8-LS1.B-6,Construct a scientific explanation based on evidence for how environmental and genetic factors influence the growth of organisms.
Missouri Learning Standards: Science,Science,8,Life Sciences,6-8-LS1.B-6,Construct a scientific explanation based on evidence for how environmental and genetic factors influence the growth of organisms.
Missouri Learning Standards: Science,Science,9,Life Sciences,9-12-LS1.B-4,"Develop and use models to communicate the role of mitosis, cellular division, and differentiation in producing and maintaining complex organisms."
Missouri Learning Standards: Science,Science,10,Life Sciences,9-12-LS1.B-4,"Develop and use models to communicate the role of mitosis, cellular division, and differentiation in producing and maintaining complex organisms."
Missouri Learning Standards: Science,Science,11,Life Sciences,9-12-LS1.B-4,"Develop and use models to communicate the role of mitosis, cellular division, and differentiation in producing and maintaining complex organisms."
Missouri Learning Standards: Science,Science,12,Life Sciences,9-12-LS1.B-4,"Develop and use models to communicate the role of mitosis, cellular division, and differentiation in producing and maintaining complex organisms."
Missouri Learning Standards: Science,Science,6,Life Sciences,6-8-LS1.C-7,Construct a scientific explanation based on evidence for the role of photosynthesis and cellular respiration in the cycling of matter and flow of energy into and out of organisms.
Missouri Learning Standards: Science,Science,7,Life Sciences,6-8-LS1.C-7,Construct a scientific explanation based on evidence for the role of photosynthesis and cellular respiration in the cycling of matter and flow of energy into and out of organisms.
Missouri Learning Standards: Science,Science,8,Life Sciences,6-8-LS1.C-7,Construct a scientific explanation based on evidence for the role of photosynthesis and cellular respiration in the cycling of matter and flow of energy into and out of organisms.
Missouri Learning Standards: Science,Science,9,Life Sciences,9-12-LS1.C-6,Use a model to demonstrate how photosynthesis transforms light energy into stored chemical energy.
Missouri Learning Standards: Science,Science,10,Life Sciences,9-12-LS1.C-6,Use a model to demonstrate how photosynthesis transforms light energy into stored chemical energy.
Missouri Learning Standards: Science,Science,11,Life Sciences,9-12-LS1.C-6,Use a model to demonstrate how photosynthesis transforms light energy into stored chemical energy.
Missouri Learning Standards: Science,Science,12,Life Sciences,9-12-LS1.C-6,Use a model to demonstrate how photosynthesis transforms light energy into stored chemical energy.
Missouri Learning Standards: Science,Science,9,Life Sciences,9-12-LS1.C-7,Use a model to demonstrate that cellular respiration is a chemical process whereby the bonds of molecules are broken and the bonds in new compounds are formed resulting in a net transfer of energy.
Missouri Learning Standards: Science,Science,10,Life Sciences,9-12-LS1.C-7,Use a model to demonstrate that cellular respiration is a chemical process whereby the bonds of molecules are broken and the bonds in new compounds are formed resulting in a net transfer of energy.
Missouri Learning Standards: Science,Science,11,Life Sciences,9-12-LS1.C-7,Use a model to demonstrate that cellular respiration is a chemical process whereby the bonds of molecules are broken and the bonds in new compounds are formed resulting in a net transfer of energy.
Missouri Learning Standards: Science,Science,12,Life Sciences,9-12-LS1.C-7,Use a model to demonstrate that cellular respiration is a chemical process whereby the bonds of molecules are broken and the bonds in new compounds are formed resulting in a net transfer of energy.
Missouri Learning Standards: Science,Science,9,Life Sciences,9-12-LS1.C-8,"Construct and revise an explanation based on evidence that organic macromolecules are primarily composed of six elements, where carbon, hydrogen, and oxygen atoms may combine with nitrogen, sulfur, and phosphorus to form large carbon-based molecules."
Missouri Learning Standards: Science,Science,10,Life Sciences,9-12-LS1.C-8,"Construct and revise an explanation based on evidence that organic macromolecules are primarily composed of six elements, where carbon, hydrogen, and oxygen atoms may combine with nitrogen, sulfur, and phosphorus to form large carbon-based molecules."
Missouri Learning Standards: Science,Science,11,Life Sciences,9-12-LS1.C-8,"Construct and revise an explanation based on evidence that organic macromolecules are primarily composed of six elements, where carbon, hydrogen, and oxygen atoms may combine with nitrogen, sulfur, and phosphorus to form large carbon-based molecules."
Missouri Learning Standards: Science,Science,12,Life Sciences,9-12-LS1.C-8,"Construct and revise an explanation based on evidence that organic macromolecules are primarily composed of six elements, where carbon, hydrogen, and oxygen atoms may combine with nitrogen, sulfur, and phosphorus to form large carbon-based molecules."
Missouri Learning Standards: Science,Science,6,Life Sciences,6-8-LS2.A-1,Analyze and interpret data to provide evidence for the effects of resource availability on individual organisms and populations of organisms in an ecosystem.
Missouri Learning Standards: Science,Science,7,Life Sciences,6-8-LS2.A-1,Analyze and interpret data to provide evidence for the effects of resource availability on individual organisms and populations of organisms in an ecosystem.
Missouri Learning Standards: Science,Science,8,Life Sciences,6-8-LS2.A-1,Analyze and interpret data to provide evidence for the effects of resource availability on individual organisms and populations of organisms in an ecosystem.
Missouri Learning Standards: Science,Science,6,Life Sciences,6-8-LS2.A-2,Construct an explanation that predicts the patterns of interactions among and between the biotic and abiotic factors in a given ecosystem.
Missouri Learning Standards: Science,Science,7,Life Sciences,6-8-LS2.A-2,Construct an explanation that predicts the patterns of interactions among and between the biotic and abiotic factors in a given ecosystem.
Missouri Learning Standards: Science,Science,8,Life Sciences,6-8-LS2.A-2,Construct an explanation that predicts the patterns of interactions among and between the biotic and abiotic factors in a given ecosystem.
Missouri Learning Standards: Science,Science,9,Life Sciences,9-12-LS2.A-1,Explain how various biotic and abiotic factors affect the carrying capacity and biodiversity of an ecosystem using mathematical and/or computational representations.
Missouri Learning Standards: Science,Science,10,Life Sciences,9-12-LS2.A-1,Explain how various biotic and abiotic factors affect the carrying capacity and biodiversity of an ecosystem using mathematical and/or computational representations.
Missouri Learning Standards: Science,Science,11,Life Sciences,9-12-LS2.A-1,Explain how various biotic and abiotic factors affect the carrying capacity and biodiversity of an ecosystem using mathematical and/or computational representations.
Missouri Learning Standards: Science,Science,12,Life Sciences,9-12-LS2.A-1,Explain how various biotic and abiotic factors affect the carrying capacity and biodiversity of an ecosystem using mathematical and/or computational representations.
Missouri Learning Standards: Science,Science,6,Life Sciences,6-8-LS2.B-3,Develop a model to describe the cycling of matter and flow of energy among living and nonliving parts of an ecosystem.
Missouri Learning Standards: Science,Science,7,Life Sciences,6-8-LS2.B-3,Develop a model to describe the cycling of matter and flow of energy among living and nonliving parts of an ecosystem.
Missouri Learning Standards: Science,Science,8,Life Sciences,6-8-LS2.B-3,Develop a model to describe the cycling of matter and flow of energy among living and nonliving parts of an ecosystem.
Missouri Learning Standards: Science,Science,9,Life Sciences,9-12-LS2.B-2,"Construct and revise an explanation based on evidence that the processes of photosynthesis, chemosynthesis, and aerobic and anaerobic respiration are responsible for the cycling of matter and flow of energy through ecosystems and that environmental conditions restrict which reactions can occur."
Missouri Learning Standards: Science,Science,10,Life Sciences,9-12-LS2.B-2,"Construct and revise an explanation based on evidence that the processes of photosynthesis, chemosynthesis, and aerobic and anaerobic respiration are responsible for the cycling of matter and flow of energy through ecosystems and that environmental conditions restrict which reactions can occur."
Missouri Learning Standards: Science,Science,11,Life Sciences,9-12-LS2.B-2,"Construct and revise an explanation based on evidence that the processes of photosynthesis, chemosynthesis, and aerobic and anaerobic respiration are responsible for the cycling of matter and flow of energy through ecosystems and that environmental conditions restrict which reactions can occur."
Missouri Learning Standards: Science,Science,12,Life Sciences,9-12-LS2.B-2,"Construct and revise an explanation based on evidence that the processes of photosynthesis, chemosynthesis, and aerobic and anaerobic respiration are responsible for the cycling of matter and flow of energy through ecosystems and that environmental conditions restrict which reactions can occur."
Missouri Learning Standards: Science,Science,9,Life Sciences,9-12-LS2.B-3,Communicate the pattern of the cycling of matter and the flow of energy among trophic levels in an ecosystem.
Missouri Learning Standards: Science,Science,10,Life Sciences,9-12-LS2.B-3,Communicate the pattern of the cycling of matter and the flow of energy among trophic levels in an ecosystem.
Missouri Learning Standards: Science,Science,11,Life Sciences,9-12-LS2.B-3,Communicate the pattern of the cycling of matter and the flow of energy among trophic levels in an ecosystem.
Missouri Learning Standards: Science,Science,12,Life Sciences,9-12-LS2.B-3,Communicate the pattern of the cycling of matter and the flow of energy among trophic levels in an ecosystem.
Missouri Learning Standards: Science,Science,9,Life Sciences,9-12-LS2.B-4,"Use a model that illustrates the roles of photosynthesis, cellular respiration, decomposition, and combustion to explain the cycling of carbon in its various forms among the biosphere, atmosphere, hydrosphere, and geosphere."
Missouri Learning Standards: Science,Science,10,Life Sciences,9-12-LS2.B-4,"Use a model that illustrates the roles of photosynthesis, cellular respiration, decomposition, and combustion to explain the cycling of carbon in its various forms among the biosphere, atmosphere, hydrosphere, and geosphere."
Missouri Learning Standards: Science,Science,11,Life Sciences,9-12-LS2.B-4,"Use a model that illustrates the roles of photosynthesis, cellular respiration, decomposition, and combustion to explain the cycling of carbon in its various forms among the biosphere, atmosphere, hydrosphere, and geosphere."
Missouri Learning Standards: Science,Science,12,Life Sciences,9-12-LS2.B-4,"Use a model that illustrates the roles of photosynthesis, cellular respiration, decomposition, and combustion to explain the cycling of carbon in its various forms among the biosphere, atmosphere, hydrosphere, and geosphere."
Missouri Learning Standards: Science,Science,6,Life Sciences,6-8-LS2.C-4,Construct an argument supported by empirical evidence that explains how changes to physical or biological components of an ecosystem affect populations.
Missouri Learning Standards: Science,Science,7,Life Sciences,6-8-LS2.C-4,Construct an argument supported by empirical evidence that explains how changes to physical or biological components of an ecosystem affect populations.
Missouri Learning Standards: Science,Science,8,Life Sciences,6-8-LS2.C-4,Construct an argument supported by empirical evidence that explains how changes to physical or biological components of an ecosystem affect populations.
Missouri Learning Standards: Science,Science,6,Life Sciences,6-8-LS2.C-5,Evaluate benefits and limitations of differing design solutions for maintaining an ecosystem.
Missouri Learning Standards: Science,Science,7,Life Sciences,6-8-LS2.C-5,Evaluate benefits and limitations of differing design solutions for maintaining an ecosystem.
Missouri Learning Standards: Science,Science,8,Life Sciences,6-8-LS2.C-5,Evaluate benefits and limitations of differing design solutions for maintaining an ecosystem.
Missouri Learning Standards: Science,Science,9,Life Sciences,9-12-LS2.C-5,"Evaluate the claims, evidence, and reasoning that the interactions in ecosystems maintain relatively consistent populations of species while conditions remain stable, but changing conditions may result in new ecosystem dynamics."
Missouri Learning Standards: Science,Science,10,Life Sciences,9-12-LS2.C-5,"Evaluate the claims, evidence, and reasoning that the interactions in ecosystems maintain relatively consistent populations of species while conditions remain stable, but changing conditions may result in new ecosystem dynamics."
Missouri Learning Standards: Science,Science,11,Life Sciences,9-12-LS2.C-5,"Evaluate the claims, evidence, and reasoning that the interactions in ecosystems maintain relatively consistent populations of species while conditions remain stable, but changing conditions may result in new ecosystem dynamics."
Missouri Learning Standards: Science,Science,12,Life Sciences,9-12-LS2.C-5,"Evaluate the claims, evidence, and reasoning that the interactions in ecosystems maintain relatively consistent populations of species while conditions remain stable, but changing conditions may result in new ecosystem dynamics."
Missouri Learning Standards: Science,Science,9,Life Sciences,9-12-LS2.C-6,"Design, evaluate, and/or refine solutions that positively impact the environment and biodiversity."
Missouri Learning Standards: Science,Science,10,Life Sciences,9-12-LS2.C-6,"Design, evaluate, and/or refine solutions that positively impact the environment and biodiversity."
Missouri Learning Standards: Science,Science,11,Life Sciences,9-12-LS2.C-6,"Design, evaluate, and/or refine solutions that positively impact the environment and biodiversity."
Missouri Learning Standards: Science,Science,12,Life Sciences,9-12-LS2.C-6,"Design, evaluate, and/or refine solutions that positively impact the environment and biodiversity."
