Standard,Subject,Grade,Strand,Standard Number,Description
Missouri Learning Standards: ELA,English,K,Reading Foundations,K.RF.1.A.e,Knowing that a sentence is comprised of a group of words separated by spaces.
Missouri Learning Standards: ELA,English,K,Reading Foundations,K.RF.1.A.f,Demonstrating one-to-one correspondence between spoken words and written words.
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.1.A.a,Recognizing that sentences are comprised of words separated by spaces.
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.1.A.b,Recognizing the distinguishing features of a sentence.
Missouri Learning Standards: ELA,English,2,Reading Foundations,2.RF.1.A.a,Understanding that sentences are organized into paragraphs to convey meaning.
Missouri Learning Standards: ELA,English,K,Reading Foundations,K.RF.2.A.a,Identifying sounds in spoken words.
Missouri Learning Standards: ELA,English,K,Reading Foundations,K.RF.2.A.b,Producing rhymes in response to spoken words.
Missouri Learning Standards: ELA,English,K,Reading Foundations,K.RF.2.A.c,Distinguishing orally presented rhyming pairs of words from non-rhyming pairs.
Missouri Learning Standards: ELA,English,K,Reading Foundations,K.RF.2.A.d,Recognizing spoken alliteration or groups of words that begin with the same onset or initial sound.
Missouri Learning Standards: ELA,English,K,Reading Foundations,K.RF.2.A.e,Blending spoken onsets and rimes to form simple words.
Missouri Learning Standards: ELA,English,K,Reading Foundations,K.RF.2.A.f,Blending spoken phonemes to form one syllable words.
Missouri Learning Standards: ELA,English,K,Reading Foundations,K.RF.2.A.g,"Isolating the initial, medial and final sounds in spoken words."
Missouri Learning Standards: ELA,English,K,Reading Foundations,K.RF.2.A.h,Segmenting spoken words into 2 or 3 phonemes.
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.2.A.a,Producing and identifying sounds and syllables in spoken words.
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.2.A.b,Distinguishing between long and short vowel sounds.
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.2.A.c,"Recognizing the change in a spoken word when a specific phoneme is added, changed, or removed."
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.2.A.d,Blending spoken phonemes to form 1 or 2 syllable words including consonant blends.
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.2.A.e,Segmenting spoken words of 3 – 5 phonemes into individual phonemes.
Missouri Learning Standards: ELA,English,K,Reading Foundations,K.RF.3.A.a,Producing and writing letter(s) for most short vowel and consonant sounds.
Missouri Learning Standards: ELA,English,K,Reading Foundations,K.RF.3.A.b,Reading high frequency words.
Missouri Learning Standards: ELA,English,K,Reading Foundations,K.RF.3.A.c,Blending letter sounds to decode simple words.
Missouri Learning Standards: ELA,English,K,Reading Foundations,K.RF.3.A.d,"Recognizing that new words can be created when letters are changed, added, or deleted and using letter sound knowledge to write simple messages and words."
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.3.A.a,Decoding words in context by using letter sound knowledge for single letters.
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.3.A.b,Identifying letters for the spelling of short and long vowels.
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.3.A.c,Producing consonant blends.
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.3.A.d,Producing consonant digraphs.
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.3.A.e,Combining sounds from letters and common spelling patterns to create and decode recognizable words.
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.3.A.f,Using syllabication patterns to decode words.
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.3.A.g,Read irregularly spelled words.
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.3.A.h,Reading root words with inflectional endings.
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.3.A.i,Reading contractions and compound words.
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.3.A.j,Reading high frequency words.
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.3.A.k,Demonstrating decoding skills when reading.
Missouri Learning Standards: ELA,English,2,Reading Foundations,2.RF.3.A.a,"Decoding multisyllabic words in context by applying common letter-sound correspondences including: single letters, consonant blends , consonant and vowel digraphs and vowel diphthongs."
Missouri Learning Standards: ELA,English,2,Reading Foundations,2.RF.3.A.b,Distinguishing long and short vowels when reading regularly spelled one syllable words.
Missouri Learning Standards: ELA,English,2,Reading Foundations,2.RF.3.A.c,Decoding regularly spelled two syllable words with long vowels.
Missouri Learning Standards: ELA,English,2,Reading Foundations,2.RF.3.A.d,Decoding words with vowel diphthongs.
Missouri Learning Standards: ELA,English,2,Reading Foundations,2.RF.3.A.e,Decoding words with vowel digraphs.
Missouri Learning Standards: ELA,English,2,Reading Foundations,2.RF.3.A.f,Reading words with common prefixes and suffixes.
Missouri Learning Standards: ELA,English,2,Reading Foundations,2.RF.3.A.g,Using contractions.
Missouri Learning Standards: ELA,English,2,Reading Foundations,2.RF.3.A.h,Using common syllable patterns to decode words including r-controlled vowels.
Missouri Learning Standards: ELA,English,2,Reading Foundations,2.RF.3.A.i,Reading irregularly spelled high-frequency words.
Missouri Learning Standards: ELA,English,2,Reading Foundations,2.RF.3.A.j,Demonstrating decoding skills when reading new words in a text.
Missouri Learning Standards: ELA,English,3,Reading Foundations,3.RF.3.A.a,Decoding multisyllabic words in context by applying common spelling patterns.
Missouri Learning Standards: ELA,English,3,Reading Foundations,3.RF.3.A.b,Decoding words that double final consonants when adding an ending.
Missouri Learning Standards: ELA,English,3,Reading Foundations,3.RF.3.A.c,Using the meaning of common prefixes and suffixes.
Missouri Learning Standards: ELA,English,3,Reading Foundations,3.RF.3.A.d,Using the meaning of homophones.
Missouri Learning Standards: ELA,English,3,Reading Foundations,3.RF.3.A.e,Decoding known and unknown words by spelling patterns.
Missouri Learning Standards: ELA,English,3,Reading Foundations,3.RF.3.A.f,Reading irregularly spelled high frequency words.
Missouri Learning Standards: ELA,English,4,Reading Foundations,4.RF.3.A.a,"Decoding words using knowledge of all letter-sound correspondences, syllabication patterns, and morphology to read unfamiliar multi-syllabic words in context."
Missouri Learning Standards: ELA,English,4,Reading Foundations,4.RF.3.A.b,"Reading root words, prefixes, and suffixes and important words from specific content curricula."
Missouri Learning Standards: ELA,English,5,Reading Foundations,5.RF.3.A.a,"Decoding words using knowledge of all letter-sound correspondences, syllabication patterns, and morphology to read unfamiliar multi-syllabic words in context."
Missouri Learning Standards: ELA,English,5,Reading Foundations,5.RF.3.A.b,"Reading roots words, prefixes, and suffixes and important words from all specific content curricula."
Missouri Learning Standards: ELA,English,K,Reading Foundations,K.RF.4.A,"Read with support, appropriate texts with purpose and understanding."
Missouri Learning Standards: ELA,English,1,Reading Foundations,1.RF.4.A.a,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
Missouri Learning Standards: ELA,English,2,Reading Foundations,2.RF.4.A.a,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
Missouri Learning Standards: ELA,English,3,Reading Foundations,3.RF.4.A.a,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
Missouri Learning Standards: ELA,English,4,Reading Foundations,4.RF.4.A.a,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
Missouri Learning Standards: ELA,English,5,Reading Foundations,5.RF.4.A.a,"Use context to confirm or self-correct word recognition and understanding, rereading as necessary."
Missouri Learning Standards: ELA,English,K,Writing,K.W.1.A.a,"Using pictures, oral language or written letters and/or words."
Missouri Learning Standards: ELA,English,1,Writing,1.W.1.A.a,Brainstorming and recording key ideas.
Missouri Learning Standards: ELA,English,2,Writing,2.W.1.A.a,Brainstorming and recording key ideas using a graphic organizer.
Missouri Learning Standards: ELA,English,3,Writing,3.W.1.A.a,Using a simple pre-writing strategy when given the purpose and the intended audience.
Missouri Learning Standards: ELA,English,4,Writing,4.W.1.A.a,Selecting a genre appropriate for conveying the purpose to an intended audience.
Missouri Learning Standards: ELA,English,4,Writing,4.W.1.A.b,Formulating questions related to the topic.
Missouri Learning Standards: ELA,English,4,Writing,4.W.1.A.c,Accessing prior knowledge or building background knowledge related to the topic.
Missouri Learning Standards: ELA,English,4,Writing,4.W.1.A.d,Using a prewriting strategy.
Missouri Learning Standards: ELA,English,5,Writing,5.W.1.A.a,Selecting a genre appropriate for conveying the purpose to an intended audience.
Missouri Learning Standards: ELA,English,5,Writing,5.W.1.A.b,Formulating questions related to the topic.
Missouri Learning Standards: ELA,English,5,Writing,5.W.1.A.c,Accessing prior knowledge or building background knowledge related to the topic.
Missouri Learning Standards: ELA,English,5,Writing,5.W.1.A.d,Using a prewriting strategy.
Missouri Learning Standards: ELA,English,K,Writing,K.W.1.B.a,"Sequencing the actions or details through letters, words, and pictures."
Missouri Learning Standards: ELA,English,1,Writing,1.W.1.B.a,Sequencing ideas into sentences and stay on topic throughout the text.
Missouri Learning Standards: ELA,English,1,Writing,1.W.1.B.b,Generating evidence of a simple opening and simple closing.
Missouri Learning Standards: ELA,English,2,Writing,2.W.1.B.a,Sequencing ideas into clear and coherent sentences.
Missouri Learning Standards: ELA,English,2,Writing,2.W.1.B.b,Generating paragraphs with one main idea.
Missouri Learning Standards: ELA,English,2,Writing,2.W.1.B.c,"Creating evidence of a beginning, middle and end."
Missouri Learning Standards: ELA,English,2,Writing,2.W.1.B.d,Addressing an appropriate audiences.
Missouri Learning Standards: ELA,English,3,Writing,3.W.1.B.a,"Generating a main idea to support a multiple paragraph text using a variety of sentence types, including imperative and exclamatory."
Missouri Learning Standards: ELA,English,3,Writing,3.W.1.B.b,Supporting the topic sentences within each paragraph with facts and details (from sources when appropriate).
Missouri Learning Standards: ELA,English,3,Writing,3.W.1.B.c,"Categorizing, organizing, and sequencing the supporting details into a text with a clear beginning, middle, and end."
Missouri Learning Standards: ELA,English,3,Writing,3.W.1.B.d,Addressing an appropriate audience.
Missouri Learning Standards: ELA,English,4,Writing,4.W.1.B.a,"Generating a main idea to support a multiple paragraph text, using a variety of sentence types, including compound."
Missouri Learning Standards: ELA,English,4,Writing,4.W.1.B.b,Establishing and supporting a main idea with an overall topic sentence at or near the beginning of the first paragraph.
Missouri Learning Standards: ELA,English,4,Writing,4.W.1.B.c,"Categorizing, organizing, and sequencing facts, details, and/or events into a text (from sources when appropriate) into clear introductory, supporting, and concluding paragraphs."
Missouri Learning Standards: ELA,English,4,Writing,4.W.1.B.d,Addressing an appropriate audience.
Missouri Learning Standards: ELA,English,5,Writing,5.W.1.B.a,Choosing an appropriate organizational structure and building on one main idea to create a multiple paragraph text appropriate to the genre.
Missouri Learning Standards: ELA,English,5,Writing,5.W.1.B.b,Establishing and supporting a main idea with an overall topic sentence at or near the beginning of the first paragraph.
Missouri Learning Standards: ELA,English,5,Writing,5.W.1.B.c,"Categorizing, organizing, and sequencing facts, details, and/or events (from sources when appropriate) into clear introductory, supporting, and concluding paragraphs applicable to the organizational structure."
Missouri Learning Standards: ELA,English,5,Writing,5.W.1.B.d,Restating the overall main idea in the concluding statement.
Missouri Learning Standards: ELA,English,5,Writing,5.W.1.B.e,"Addressing an appropriate audience, organization, and purpose."
Missouri Learning Standards: ELA,English,K,Writing,K.W.1.C.a,"Respond to questions and suggestions, adding details to strengthen writing."
Missouri Learning Standards: ELA,English,K,Writing,K.W.1.C.b,Edit by leaving spaces between words in a sentence.
Missouri Learning Standards: ELA,English,1,Writing,1.W.1.C.a,"Respond to questions and suggestions, clarifying meaning by adding details to sentence construction and strengthening writing."
Missouri Learning Standards: ELA,English,1,Writing,1.W.1.C.b,Edit by leaving spaces between words in sentences.
Missouri Learning Standards: ELA,English,1,Writing,1.W.1.C.c,Edit for language conventions.
Missouri Learning Standards: ELA,English,2,Writing,2.W.1.C.a,Strengthen writing as needed by revising <ul><li>main idea</li><li>details</li><li>word choice</li> <li>sentence construction</li> <li>event order</li> <li>audience</li> <li>voice</li></ul>.
Missouri Learning Standards: ELA,English,2,Writing,2.W.1.C.b,Edit for language conventions.
Missouri Learning Standards: ELA,English,3,Writing,3.W.1.C.a,"Develop and strengthen writing by revising <ul><li>main idea</li><li>sequence (ideas)</li> <li>focus</li> <li>beginning/middle/end</li> <li>details/facts (from sources, when appropriate)</li> <li>word choice (related to the topic)</li> <li>sentence structure</li><li>transitions</li><li>audience/purpose</li> <li>voice</li></ul>."
Missouri Learning Standards: ELA,English,3,Writing,3.W.1.C.b,Edit for language conventions.
Missouri Learning Standards: ELA,English,4,Writing,4.W.1.C.a,"Develop and strengthen writing by revising <ul><li>main idea</li><li>sequence (ideas)</li> <li>focus</li> <li>beginning/middle/end</li> <li>details/facts (from multiple sources, when appropriate)</li> <li>word choice (related to the topic)</li> <li>sentence structure</li> <li>transitions</li> <li>audience/purpose</li> <li>voice</li></ul>."
Missouri Learning Standards: ELA,English,4,Writing,4.W.1.C.b,Edit for language conventions.
Missouri Learning Standards: ELA,English,5,Writing,5.W.1.C.a,"Develop and strengthen writing by revising<ul><li>main idea</li><li>sequence (ideas)</li><li>focus</li><li>organizational structure</li><li>details/facts (from multiple sources, when appropriate)</li><li>word choice (related to the topic)</li><li>sentence structure</li><li>transitions</li><li>audience/purpose</li><li>voice</li></ul>."
Missouri Learning Standards: ELA,English,5,Writing,5.W.1.C.b,Edit for language conventions.
Missouri Learning Standards: ELA,English,K,Writing,K.W.1.D.a,Explore a variety of conventional/digital tools to produce and publish writing.
Missouri Learning Standards: ELA,English,1,Writing,1.W.1.D.a,Use a variety of conventional/digital tools to produce and publish writing.
Missouri Learning Standards: ELA,English,2,Writing,2.W.1.D.a,Use a variety of conventional/digital tools to produce and publish writing.
Missouri Learning Standards: ELA,English,2,Writing,2.W.1.D.b,Introduce keyboarding skills.
Missouri Learning Standards: ELA,English,3,Writing,3.W.1.D.a,Use a variety of conventional tools and technology (including keyboarding skills) to produce and publish writing as well as to interact and collaborate with others.
Missouri Learning Standards: ELA,English,4,Writing,4.W.1.D.a,"Use technology, including the Internet, to produce and publish writing."
Missouri Learning Standards: ELA,English,4,Writing,4.W.1.D.b,"Demonstrate sufficient command of keyboarding skills to type a minimum of one page, ideally, in a single sitting."
Missouri Learning Standards: ELA,English,5,Writing,5.W.1.D.a,"Use technology, including the Internet, to produce and publish writing."
Missouri Learning Standards: ELA,English,5,Writing,5.W.1.D.b,"Demonstrate sufficient command of keyboarding skills to type a minimum of two pages, ideally in a single sitting."
Missouri Learning Standards: ELA,English,K,Writing,K.W.2.A.a,Use a combination of drawing and/or writing to tell an opinion about a topic or text being studied.
Missouri Learning Standards: ELA,English,K,Writing,K.W.2.A.b,Give logical reasons for suggesting that others follow a particular course of action or line of thinking.
Missouri Learning Standards: ELA,English,K,Writing,K.W.2.A.c,Use words that are related to the topic.
Missouri Learning Standards: ELA,English,1,Writing,1.W.2.A.a,Introduce a topic or text being studied.
Missouri Learning Standards: ELA,English,1,Writing,1.W.2.A.b,State an opinion about the topic or text and provide a reason for the opinion.
Missouri Learning Standards: ELA,English,1,Writing,1.W.2.A.c,Use some specific words that are related to the topic.
Missouri Learning Standards: ELA,English,1,Writing,1.W.2.A.d,Follow a sense of order in writing.
Missouri Learning Standards: ELA,English,1,Writing,1.W.2.A.e,Provide some sense of closure.
Missouri Learning Standards: ELA,English,2,Writing,2.W.2.A.a,Introduce a topic or text being studied using complete sentences.
Missouri Learning Standards: ELA,English,2,Writing,2.W.2.A.b,State an opinion about the topic or text and provide reasons for the opinion.
Missouri Learning Standards: ELA,English,2,Writing,2.W.2.A.c,"Use specific words that are related to the topic, and audience."
Missouri Learning Standards: ELA,English,2,Writing,2.W.2.A.d,Use linking/transition words and phrases to signal event order.
Missouri Learning Standards: ELA,English,2,Writing,2.W.2.A.e,"Provide evidence of a beginning, middle and concluding statement or section."
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.A.a,"Introduce a topic or text being studied, using connected sentences."
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.A.b,State an opinion or establish a position and provide reasons for the opinion/position.
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.A.c,"Use specific and accurate words that are related to the topic, audience, and purpose."
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.A.d,"Contain information using student's original language, except when using direct quotation from a source."
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.A.e,Reference the name of the author(s) or name of the source used for details or facts included in the text.
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.A.f,Use transitions to connect opinion and reason.
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.A.g,"Provide clear evidence of a beginning, middle and a concluding statement or paragraph."
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.A.a,Introduce a topic or text being studied using an introductory paragraph.
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.A.b,"State an opinion or establish a position and provide reasons for the opinion/position, supported by facts and details."
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.A.c,"Use specific and accurate words that are related to the topic, audience and purpose."
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.A.d,"Contain information using student's original language, except when using direct quotation from a source."
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.A.e,Reference the name of the author(s) or name of the source used for details or facts included in the text.
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.A.f,Use transitions to connect opinion and reason.
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.A.g,"Organize the supporting details/reasons into introductory, supporting, and concluding paragraphs."
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.A.a,Introduce a topic or text being studied using an introductory paragraph that clearly supports the writer's purpose.
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.A.b,State an opinion or establish a position and provide relevant reasons for the opinion supported by multiple facts and details.
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.A.c,"Use specific and accurate words that are related to the topic, audience, and purpose."
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.A.d,"Contain information using student's original language, except when using direct quotation from a source."
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.A.e,Reference the name of the author(s) or name of the source used for details or facts included in the text.
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.A.f,Use transitions to connect opinion and reason.
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.A.g,"Organize the supporting details/reasons into introductory, supporting, and concluding paragraphs."
Missouri Learning Standards: ELA,English,K,Writing,K.W.2.B.a,Use a combination of drawing and/or writing to name and inform about a topic or a text they are learning in school.
Missouri Learning Standards: ELA,English,K,Writing,K.W.2.B.b,Use words that are related to the topic.
Missouri Learning Standards: ELA,English,1,Writing,1.W.2.B.a,Introduce a topic or text being studied and supply facts.
Missouri Learning Standards: ELA,English,1,Writing,1.W.2.B.b,Use some specific words that are related to the topic.
Missouri Learning Standards: ELA,English,1,Writing,1.W.2.B.c,Follow a sense of order in writing.
Missouri Learning Standards: ELA,English,1,Writing,1.W.2.B.d,Create some sense of closure.
Missouri Learning Standards: ELA,English,2,Writing,2.W.2.B.a,Introduce a topic or text being studied using complete sentences.
Missouri Learning Standards: ELA,English,2,Writing,2.W.2.B.b,Use facts and definitions to develop points in generating paragraphs.
Missouri Learning Standards: ELA,English,2,Writing,2.W.2.B.c,Use specific words that are related to the topic and audience.
Missouri Learning Standards: ELA,English,2,Writing,2.W.2.B.d,Use linking words and phrases to signal event order.
Missouri Learning Standards: ELA,English,2,Writing,2.W.2.B.e,Create a concluding statement or paragraph.
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.B.a,Introduce a topic or text being studied.
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.B.b,"Develop the topic with simple facts, definitions, details, and explanations."
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.B.c,"Use specific and relevant words that are related to the topic, audience and purpose."
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.B.d,"Uses the student's original language, except when quoting from a source."
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.B.e,Use transition words to connect ideas within categories of information.
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.B.f,Create a concluding statement or paragraph.
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.B.a,Introduce a topic using a topic sentence in an introductory paragraph.
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.B.b,"Develop the topic into supporting paragraphs from sources, using topic sentences with facts, details, examples, and quotations."
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.B.c,"Use specific, relevant and accurate words that are suited to the topic, audience, and purpose."
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.B.d,"Contain information using student's original language, except when using direct quotations from a source."
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.B.e,Use transitions to connect categories of information.
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.B.f,Use text structures when useful.
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.B.g,Create a concluding paragraph related to the information.
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.B.a,Introduce a topic using a topic sentence in an introductory paragraph.
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.B.b,"Develop the topic into supporting paragraphs from sources, using topic sentences with facts, details, examples, and quotations."
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.B.c,Use an organizational format that suits the topic.
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.B.d,"Use specific, relevant, and accurate words that are suited to the topic, audience, and purpose."
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.B.e,"Contain information using student's original language, except when using direct quotations from a source."
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.B.f,Use transition words to connect ideas within and across categories of information.
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.B.g,Use text structures when useful.
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.B.h,Create a concluding paragraph related to the information.
Missouri Learning Standards: ELA,English,K,Writing,K.W.2.C.a,Use a combination of drawing and/or writing to narrate a story or experience the student has had or has imagined.
Missouri Learning Standards: ELA,English,K,Writing,K.W.2.C.b,Tell the reader about a character or personal event.
Missouri Learning Standards: ELA,English,K,Writing,K.W.2.C.c,Place events in the order they occurred.
Missouri Learning Standards: ELA,English,K,Writing,K.W.2.C.d,Use words that are related to the topic.
Missouri Learning Standards: ELA,English,K,Writing,K.W.2.C.e,Provide a reaction to what happened in the events.
Missouri Learning Standards: ELA,English,1,Writing,1.W.2.C.a,Narrate a story or experience.
Missouri Learning Standards: ELA,English,1,Writing,1.W.2.C.b,Use details to describe the story or experience.
Missouri Learning Standards: ELA,English,1,Writing,1.W.2.C.c,Place events in the order they occurred.
Missouri Learning Standards: ELA,English,1,Writing,1.W.2.C.d,Use linking words to indicate beginning/middle/end.
Missouri Learning Standards: ELA,English,1,Writing,1.W.2.C.e,Use words that are related to the topic.
Missouri Learning Standards: ELA,English,1,Writing,1.W.2.C.f,Provide a reaction to what happened in the events.
Missouri Learning Standards: ELA,English,2,Writing,2.W.2.C.a,Establish a situation/topic based on the student's experience or imagination.
Missouri Learning Standards: ELA,English,2,Writing,2.W.2.C.b,Introduce a main character and setting.
Missouri Learning Standards: ELA,English,2,Writing,2.W.2.C.c,Develop sensory details.
Missouri Learning Standards: ELA,English,2,Writing,2.W.2.C.d,Follow a logical sequence of events using complete sentences to create a beginning/middle/end.
Missouri Learning Standards: ELA,English,2,Writing,2.W.2.C.e,Use linking/transition words to signal event order.
Missouri Learning Standards: ELA,English,2,Writing,2.W.2.C.f,Use specific words that are related to the topic and audience.
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.C.a,"Stablish a setting, situation/topic and introduce a narrator and/or characters."
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.C.b,"Use narrative techniques, such as dialogue and descriptions."
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.C.c,Organize an event sequence to establish a beginning/middle/end.
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.C.d,Use transition words and phrases to signal event order.
Missouri Learning Standards: ELA,English,3,Writing,3.W.2.C.e,"Use specific and relevant words that are related to the topic, audience, and purpose."
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.C.a,"Establish a setting, situation/topic and introduce a narrator and/or characters."
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.C.b,"Use narrative techniques, such as dialogue, motivation and descriptions."
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.C.c,Organize an event sequence that unfolds naturally to establish a beginning/middle/end.
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.C.d,Use a variety of transitions to manage the sequence of events.
Missouri Learning Standards: ELA,English,4,Writing,4.W.2.C.e,"Use specific, relevant and accurate words that are suited to the topic, audience, and purpose."
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.C.a,"Establish a setting, situation/topic and introduce a narrator and/or characters."
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.C.b,"Use narrative techniques, such as dialogue, motivation, and descriptions."
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.C.c,Organize an event sequence that unfolds naturally to establish a beginning/middle/end.
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.C.d,Use a variety of transitions to manage the sequence of events.
Missouri Learning Standards: ELA,English,5,Writing,5.W.2.C.e,"Use specific, relevant, and accurate words that are suited to the topic, audience, and purpose."
Missouri Learning Standards: ELA,English,K,Writing,K.W.3.A.a,Generate a list of open-ended questions about topics of class interest.
Missouri Learning Standards: ELA,English,K,Writing,K.W.3.A.b,"Decide what sources or people in the classroom, school, library, or home can answer their questions."
Missouri Learning Standards: ELA,English,K,Writing,K.W.3.A.c,Gather evidence from sources.
Missouri Learning Standards: ELA,English,K,Writing,K.W.3.A.d,Use pictures in conjunction with writing when documenting research.
Missouri Learning Standards: ELA,English,1,Writing,1.W.3.A.a,Generate a list of open-ended questions about topics of interest.
Missouri Learning Standards: ELA,English,1,Writing,1.W.3.A.b,Decide what sources of information might be relevant to answer these questions.
Missouri Learning Standards: ELA,English,1,Writing,1.W.3.A.c,"Gather personal and natural evidence from available sources, as well as from interviews with local experts."
Missouri Learning Standards: ELA,English,1,Writing,1.W.3.A.d,"Organize information found during group or individual research, using graphic organizers or other aids."
Missouri Learning Standards: ELA,English,1,Writing,1.W.3.A.e,Make informal presentations of information gathered.
Missouri Learning Standards: ELA,English,1,Writing,1.W.3.A.f,Self-evaluate using previously established teacher/student criteria.
Missouri Learning Standards: ELA,English,2,Writing,2.W.3.A.a,Generate a list of open-ended questions about topics of interest.
Missouri Learning Standards: ELA,English,2,Writing,2.W.3.A.b,Create an individual question about a topic.
Missouri Learning Standards: ELA,English,2,Writing,2.W.3.A.c,Use their own question to find information on their topic.
Missouri Learning Standards: ELA,English,2,Writing,2.W.3.A.d,"Gather evidence from available sources, literary and informational."
Missouri Learning Standards: ELA,English,2,Writing,2.W.3.A.e,Record basic information from literary and informational in simple visual format.
Missouri Learning Standards: ELA,English,2,Writing,2.W.3.A.f,"Present and evaluate information in written and oral reports or displays, using previously established teacher/student criteria."
Missouri Learning Standards: ELA,English,3,Writing,3.W.3.A.a,Generate a list of subject appropriate topics.
Missouri Learning Standards: ELA,English,3,Writing,3.W.3.A.b,Create an individual question about a topic.
Missouri Learning Standards: ELA,English,3,Writing,3.W.3.A.c,Decide what sources of information might be relevant to answer these questions.
Missouri Learning Standards: ELA,English,3,Writing,3.W.3.A.d,"Locate information in reference texts, electronic resources, interviews, or visual sources and literary and informational texts."
Missouri Learning Standards: ELA,English,3,Writing,3.W.3.A.e,Determine the accuracy and relevance of the information related to a selected question.
Missouri Learning Standards: ELA,English,3,Writing,3.W.3.A.f,Take simple notes in own words and sort evidence into provided categories or organizer.
Missouri Learning Standards: ELA,English,3,Writing,3.W.3.A.g,Use quotation marks to denote direct quotations when recording specific words and sentences from a source.
Missouri Learning Standards: ELA,English,3,Writing,3.W.3.A.h,Create a resource page from notes.
Missouri Learning Standards: ELA,English,3,Writing,3.W.3.A.i,"Present and evaluate the information in a report or annotated display, using previously established teacher/student criteria."
Missouri Learning Standards: ELA,English,4,Writing,4.W.3.A.a,Generate a list of subject appropriate topics.
