Standard,Subject,Grade,Strand,Standard Number,Description
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Expressions, Equations and inequality",8.EEI.7,Extend concepts of linear equations and inequalities in one variable to more complex multi-step equations and inequalities in real-world and mathematical situations.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Expressions, Equations and inequality",8.EEI.7a,"Solve linear equations and inequalities with rational number coefficients that include the use of the distributive property, combining like terms, and variables on both sides."
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Expressions, Equations and inequality",8.EEI.7b,"Recognize the three types of solutions to linear equations: one solution (x = a), infinitely many solutions (a = a), or no solutions (a = b)."
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Expressions, Equations and inequality",8.EEI.7c,Generate linear equations with the three types of solutions.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Expressions, Equations and inequality",8.EEI.7d,Justify why linear equations have a specific type of solution.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Expressions, Equations and inequality",8.EEI.8,Investigate and solve real-world and mathematical problems involving systems of linear equations in two variables with integer coefficients and solutions.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Expressions, Equations and inequality",8.EEI.8a,Graph systems of linear equations and estimate their point of intersection.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Expressions, Equations and inequality",8.EEI.8b,Understand and verify that a solution to a system of linear equations is represented on a graph as the point of intersection of the two lines.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Expressions, Equations and inequality",8.EEI.8c,"Solve systems of linear equations algebraically, including methods of substitution and elimination, or through inspection."
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Expressions, Equations and inequality",8.EEI.8d,"Understand that systems of linear equations can have one solution, no solution, or infinitely many solutions."
South Carolina College and Career Ready Standards for Mathematics,Math,6,Geometry and Measurement,6.GM.1,"Find the area of right triangles, other triangles, special quadrilaterals, and polygons by composing into rectangles or decomposing into triangles and other shapes; apply these techniques in the context of solving real-world and mathematical problems."
South Carolina College and Career Ready Standards for Mathematics,Math,6,Geometry and Measurement,6.GM.2,"Use visual models (e.g., model by packing) to discover that the formulas for the volume of a right rectangular prism (V = lwh, V = Bh) are the same for whole or fractional edge lengths. Apply these formulas to solve real-world and mathematical problems."
South Carolina College and Career Ready Standards for Mathematics,Math,6,Geometry and Measurement,6.GM.3,Apply the concepts of polygons and the coordinate plane to real-world and mathematical situations.
South Carolina College and Career Ready Standards for Mathematics,Math,6,Geometry and Measurement,6.GM.3a,"Given coordinates of the vertices, draw a polygon in the coordinate plane."
South Carolina College and Career Ready Standards for Mathematics,Math,6,Geometry and Measurement,6.GM.3b,Find the length of an edge if the vertices have the same x-coordinates or same y-coordinates.
South Carolina College and Career Ready Standards for Mathematics,Math,6,Geometry and Measurement,6.GM.4,Unfold three-dimensional figures into two-dimensional rectangles and triangles (nets) to find the surface area and to solve real-world and mathematical problems.
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.1,"Determine the scale factor and translate between scale models and actual measurements (e.g., lengths, area) of real-world objects and geometric figures using proportional reasoning."
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.2,"Construct triangles and special quadrilaterals using a variety of tools (e.g., freehand, ruler and protractor, technology)."
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.2a,Construct triangles given all measurements of either angles or sides.
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.2b,"Decide if the measurements determine a unique triangle, more than one triangle, or no triangle."
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.2c,"Construct special quadrilaterals (i.e., kite, trapezoid, isosceles trapezoid, rhombus, parallelogram, rectangle) given specific parameters about angles or sides."
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.3,"Describe two-dimensional cross-sections of three-dimensional figures, specifically right rectangular prisms and right rectangular pyramids."
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.4,Investigate the concept of circles.
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.4a,"Demonstrate an understanding of the proportional relationships between diameter, radius, and circumference of a circle."
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.4b,Understand that the constant of proportionality between the circumference and diameter is equivalent to π.
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.4c,Explore the relationship between circumference and area using a visual model.
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.4d,Use the formulas for circumference and area of circles appropriately to solve real-world and mathematical problems.
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.5,"Write equations to solve problems involving the relationships between angles formed by two intersecting lines, including supplementary, complementary, vertical, and adjacent."
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.6,Apply the concepts of two- and three-dimensional figures to real-world and mathematical situations.
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.6a,"Understand that the concept of area is applied to two-dimensional figures such as triangles, quadrilaterals, and polygons."
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.6b,"Understand that the concepts of volume and surface area are applied to three-dimensional figures such as cubes, right rectangular prisms, and right triangular prisms."
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.6c,"Decompose cubes, right rectangular prisms, and right triangular prisms into rectangles and triangles to derive the formulas for volume and surface area."
South Carolina College and Career Ready Standards for Mathematics,Math,7,Geometry and Measurement,7.GM.6d,"Use the formulas for area, volume, and surface area appropriately."
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.1,"Investigate the properties of rigid transformations (rotations, reflections, translations) using a variety of tools (e.g., grid paper, reflective devices, graphing paper, technology)."
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.1a,"Verify that lines are mapped to lines, including parallel lines."
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.1b,Verify that corresponding angles are congruent.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.1c,Verify that corresponding line segments are congruent.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.2,"Apply the properties of rigid transformations (rotations, reflections, translations)."
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.2a,"Rotate geometric figures 90, 180, and 270 degrees, both clockwise and counterclockwise, about the origin."
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.2b,Reflect geometric figures with respect to the x-axis and/or y-axis.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.2c,Translate geometric figures vertically and/or horizontally.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.2d,Recognize that two-dimensional figures are only congruent if a series of rigid transformations can be performed to map the pre-image to the image.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.2e,"Given two congruent figures, describe the series of rigid transformations that justifies this congruence."
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.3,"Investigate the properties of transformations (rotations, reflections, translations, dilations) using a variety of tools (e.g., grid paper, reflective devices, graphing paper, dynamic software)."
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.3a,Use coordinate geometry to describe the effect of transformations on two-dimensional figures.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.3b,Relate scale drawings to dilations of geometric figures.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.4,"Apply the properties of transformations (rotations, reflections, translations, dilations)."
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.4a,Dilate geometric figures using scale factors that are positive rational numbers.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.4b,Recognize that two-dimensional figures are only similar if a series of transformations can be performed to map the pre-image to the image.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.4c,"Given two similar figures, describe the series of transformations that justifies this similarity."
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.4d,Use proportional reasoning to find the missing side lengths of two similar figures.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.5,"Extend and apply previous knowledge of angles to properties of triangles, similar figures, and parallel lines cut by a transversal."
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.5a,Discover that the sum of the three angles in a triangle is 180 degrees.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.5b,Discover and use the relationship between interior and exterior angles of a triangle.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.5c,Identify congruent and supplementary pairs of angles when two parallel lines are cut by a transversal.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.5d,Recognize that two similar figures have congruent corresponding angles.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.6,Use models to demonstrate a proof of the Pythagorean Theorem and its converse.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.7,Apply the Pythagorean Theorem to model and solve real-world and mathematical problems in two and three dimensions involving right triangles.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.8,Find the distance between any two points in the coordinate plane using the Pythagorean Theorem.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Geometry and Measurement,8.GM.9,"Solve real-world and mathematical problems involving volumes of cones, cylinders, and spheres and the surface area of cylinders."
South Carolina College and Career Ready Standards for Mathematics,Math,6,Data and Statistics,6.DS.1,Differentiate between statistical and non-statistical questions.
South Carolina College and Career Ready Standards for Mathematics,Math,6,Data and Statistics,6.DS.2,"Use center (mean, median, mode), spread (range, interquartile range, mean absolute value), and shape (symmetrical, skewed left, skewed right) to describe the distribution of a set of data collected to answer a statistical question."
South Carolina College and Career Ready Standards for Mathematics,Math,6,Data and Statistics,6.DS.3,"Recognize that a measure of center for a numerical data set summarizes all of its values with a single number, while a measure of variation describes how its values vary with a single number."
South Carolina College and Career Ready Standards for Mathematics,Math,6,Data and Statistics,6.DS.4,"Select and create an appropriate display for numerical data, including dot plots, histograms, and box plots."
South Carolina College and Career Ready Standards for Mathematics,Math,6,Data and Statistics,6.DS.5,Describe numerical data sets in relation to their real-world context.
South Carolina College and Career Ready Standards for Mathematics,Math,6,Data and Statistics,6.DS.5a,State the sample size.
South Carolina College and Career Ready Standards for Mathematics,Math,6,Data and Statistics,6.DS.5b,"Describe the qualitative aspects of the data (e.g., how it was measured, units of measurement)."
South Carolina College and Career Ready Standards for Mathematics,Math,6,Data and Statistics,6.DS.5c,"Give measures of center (median, mean)."
South Carolina College and Career Ready Standards for Mathematics,Math,6,Data and Statistics,6.DS.5d,"Find measures of variability (interquartile range, mean absolute deviation) using a number line."
South Carolina College and Career Ready Standards for Mathematics,Math,6,Data and Statistics,6.DS.5e,Describe the overall pattern (shape) of the distribution.
South Carolina College and Career Ready Standards for Mathematics,Math,6,Data and Statistics,6.DS.5f,Justify the choices for measure of center and measure of variability based on the shape of the distribution.
South Carolina College and Career Ready Standards for Mathematics,Math,6,Data and Statistics,6.DS.5g,"Describe the impact that inserting or deleting a data point has on the measures of center (median, mean) for a data set."
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.1,Investigate concepts of random sampling.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.1a,Understand that a sample is a subset of a population and both possess the same characteristics.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.1b,Differentiate between random and non-random sampling.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.1c,Understand that generalizations from a sample are valid only if the sample is representative of the population.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.1d,Understand that random sampling is used to gather a representative sample and supports valid inferences about the population.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.2,Draw inferences about a population by collecting multiple random samples of the same size to investigate variability in estimates of the characteristic of interest.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.3,"Visually compare the centers, spreads, and overlap of two displays of data (i.e., dot plots, histograms, box plots) that are graphed on the same scale and draw inferences about this data."
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.4,"Compare the numerical measures of center (mean, median, mode) and variability (range, interquartile range, mean absolute deviation) from two random samples to draw inferences about the populations."
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.5,Investigate the concept of probability of chance events.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.5a,Determine probabilities of simple events.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.5b,Understand that probability measures likelihood of a chance event occurring.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.5c,Understand that the probability of a chance event is a number between 0 and 1.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.5d,Understand that a probability closer to 1 indicates a likely chance event.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.5e,Understand that a probability close to ½ indicates that a chance event is neither likely nor unlikely.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.5f,Understand that a probability closer to 0 indicates an unlikely chance event.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.6,Investigate the relationship between theoretical and experimental probabilities for simple events.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.6a,Determine approximate outcomes using theoretical probability.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.6b,Perform experiments that model theoretical probability.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.6c,Compare theoretical and experimental probabilities.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.7,Apply the concepts of theoretical and experimental probabilities for simple events.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.7a,Differentiate between uniform and non-uniform probability models (distributions).
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.7b,Develop both uniform and non-uniform probability models.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.7c,Perform experiments to test the validity of probability models.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.8,Extend the concepts of simple events to investigate compound events.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.8a,Understand that the probability of a compound event is between 0 and 1.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.8b,"Identify the outcomes in a sample space using organized lists, tables, and tree diagrams."
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.8c,"Determine probabilities of compound events using organized lists, tables, and tree diagrams."
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.8d,Design and use simulations to collect data and determine probabilities.
South Carolina College and Career Ready Standards for Mathematics,Math,7,"Data analysis,statistics and probability",7.DSP.8e,Compare theoretical and experimental probabilities for compound events.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.1,Investigate bivariate data.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.1a,Collect bivariate data.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.1b,Graph the bivariate data on a scatter plot.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.1c,"Describe patterns observed on a scatter plot, including clustering, outliers, and association (positive, negative, no correlation, linear, nonlinear)."
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.2,Draw an approximate line of best fit on a scatter plot that appears to have a linear association and informally assess the fit of the line to the data points.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.3,Apply concepts of an approximate line of best fit in real-world situations.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.3a,Find an approximate equation for the line of best fit using two appropriate data points.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.3b,Interpret the slope and intercept.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.3c,Solve problems using the equation.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.4,Investigate bivariate categorical data in two-way tables.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.4a,Organize bivariate categorical data in a two-way table.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.4b,Interpret data in two-way tables using relative frequencies.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.4c,Explore patterns of possible association between the two categorical variables.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.5,Organize data in matrices with rational numbers and apply to real-world and mathematical situations.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.5a,Understand that a matrix is a way to organize data.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.5b,Recognize that a m×n matrix has m rows and n columns.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.5c,Add and subtract matrices of the same size.
South Carolina College and Career Ready Standards for Mathematics,Math,8,"Data analysis,statistics and probability",8.DSP.5d,Multiply a matrix by a scalar.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.1,Explore the concept of functions.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.1a,Understand that a function assigns to each input exactly one output.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.1b,Relate inputs (x-values or domain) and outputs (y-values or range) to independent and dependent variables.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.1c,"Translate among the multiple representations of a function, including mappings, tables, graphs, equations, and verbal descriptions."
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.1d,"Determine if a relation is a function using multiple representations, including mappings, tables, graphs, equations, and verbal descriptions."
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.1e,Graph a function from a table of values. Understand that the graph and table both represent a set of ordered pairs of that function.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.2,"Compare multiple representations of two functions, including mappings, tables, graphs, equations, and verbal descriptions, in order to draw conclusions."
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.3,"Investigate the differences between linear and nonlinear functions using multiple representations (i.e. tables, graphs, equations, and verbal descriptions)."
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.3a,Define an equation in slope-intercept form (y = mx + b) as being a linear function.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.3b,Recognize that the graph of a linear function has a constant rate of change.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.3c,Provide examples of nonlinear functions.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.4,Apply the concepts of linear functions to real-world and mathematical situations.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.4a,Understand that the slope is the constant rate of change and the y-intercept is the point where x = 0.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.4b,"Determine the slope and the y-intercept of a linear function given multiple representations, including two points, tables, graphs, equations, and verbal descriptions."
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.4c,Construct a function in slope-intercept form that models a linear relationship between two quantities.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.4d,Interpret the meaning of the slope and the y-intercept of a linear function in the context of the situation.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.4e,Explore the relationship between linear functions and arithmetic sequences.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.5,Apply the concepts of linear and nonlinear functions to graphs in real-world and mathematical situations.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.5a,"Analyze and describe attributes of graphs of functions (e.g., constant, increasing/decreasing, linear/nonlinear, maximum/minimum, discrete/continuous)."
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.5b,Sketch the graph of a function from a verbal description.
South Carolina College and Career Ready Standards for Mathematics,Math,8,Functions,8.F.5c,Write a verbal description from the graph of a function with and without scales.
South Carolina College and Career Ready Standards for Mathematics,Math,9,Arithmetic with Polynomials & Rational Expressions,AAPR.1,"Add, subtract, and multiply polynomials and understand that polynomials are closed under these operations."
South Carolina College and Career Ready Standards for Mathematics,Math,10,Arithmetic with Polynomials & Rational Expressions,AAPR.1,"Add, subtract, and multiply polynomials and understand that polynomials are closed under these operations."
South Carolina College and Career Ready Standards for Mathematics,Math,11,Arithmetic with Polynomials & Rational Expressions,AAPR.1,"Add, subtract, and multiply polynomials and understand that polynomials are closed under these operations."
South Carolina College and Career Ready Standards for Mathematics,Math,12,Arithmetic with Polynomials & Rational Expressions,AAPR.1,"Add, subtract, and multiply polynomials and understand that polynomials are closed under these operations."
South Carolina College and Career Ready Standards for Mathematics,Math,9,Arithmetic with Polynomials & Rational Expressions,AAPR.2,Know and apply the Division Theorem and the Remainder Theorem for polynomials.
South Carolina College and Career Ready Standards for Mathematics,Math,10,Arithmetic with Polynomials & Rational Expressions,AAPR.2,Know and apply the Division Theorem and the Remainder Theorem for polynomials.
South Carolina College and Career Ready Standards for Mathematics,Math,11,Arithmetic with Polynomials & Rational Expressions,AAPR.2,Know and apply the Division Theorem and the Remainder Theorem for polynomials.
South Carolina College and Career Ready Standards for Mathematics,Math,12,Arithmetic with Polynomials & Rational Expressions,AAPR.2,Know and apply the Division Theorem and the Remainder Theorem for polynomials.
South Carolina College and Career Ready Standards for Mathematics,Math,9,Arithmetic with Polynomials & Rational Expressions,AAPR.3,Graph polynomials identifying zeros when suitable factorizations are available and indicating end behavior. Write a polynomial function of least degree corresponding to a given graph.
South Carolina College and Career Ready Standards for Mathematics,Math,10,Arithmetic with Polynomials & Rational Expressions,AAPR.3,Graph polynomials identifying zeros when suitable factorizations are available and indicating end behavior. Write a polynomial function of least degree corresponding to a given graph.
South Carolina College and Career Ready Standards for Mathematics,Math,11,Arithmetic with Polynomials & Rational Expressions,AAPR.3,Graph polynomials identifying zeros when suitable factorizations are available and indicating end behavior. Write a polynomial function of least degree corresponding to a given graph.
South Carolina College and Career Ready Standards for Mathematics,Math,12,Arithmetic with Polynomials & Rational Expressions,AAPR.3,Graph polynomials identifying zeros when suitable factorizations are available and indicating end behavior. Write a polynomial function of least degree corresponding to a given graph.
South Carolina College and Career Ready Standards for Mathematics,Math,9,Arithmetic with Polynomials & Rational Expressions,AAPR.4,Prove polynomial identities and use them to describe numerical relationships.
South Carolina College and Career Ready Standards for Mathematics,Math,10,Arithmetic with Polynomials & Rational Expressions,AAPR.4,Prove polynomial identities and use them to describe numerical relationships.
South Carolina College and Career Ready Standards for Mathematics,Math,11,Arithmetic with Polynomials & Rational Expressions,AAPR.4,Prove polynomial identities and use them to describe numerical relationships.
South Carolina College and Career Ready Standards for Mathematics,Math,12,Arithmetic with Polynomials & Rational Expressions,AAPR.4,Prove polynomial identities and use them to describe numerical relationships.
South Carolina College and Career Ready Standards for Mathematics,Math,9,Arithmetic with Polynomials & Rational Expressions,AAPR.5,"Apply the Binomial Theorem to expand powers of binomials, including those with one and with two variables. Use the Binomial Theorem to factor squares, cubes, and fourth powers of binomials."
South Carolina College and Career Ready Standards for Mathematics,Math,10,Arithmetic with Polynomials & Rational Expressions,AAPR.5,"Apply the Binomial Theorem to expand powers of binomials, including those with one and with two variables. Use the Binomial Theorem to factor squares, cubes, and fourth powers of binomials."
South Carolina College and Career Ready Standards for Mathematics,Math,11,Arithmetic with Polynomials & Rational Expressions,AAPR.5,"Apply the Binomial Theorem to expand powers of binomials, including those with one and with two variables. Use the Binomial Theorem to factor squares, cubes, and fourth powers of binomials."
South Carolina College and Career Ready Standards for Mathematics,Math,12,Arithmetic with Polynomials & Rational Expressions,AAPR.5,"Apply the Binomial Theorem to expand powers of binomials, including those with one and with two variables. Use the Binomial Theorem to factor squares, cubes, and fourth powers of binomials."
South Carolina College and Career Ready Standards for Mathematics,Math,9,Arithmetic with Polynomials & Rational Expressions,AAPR.6,"Apply algebraic techniques to rewrite simple rational expressions in different forms; using inspection, long division, or, for the more complicated examples, a computer algebra system."
South Carolina College and Career Ready Standards for Mathematics,Math,10,Arithmetic with Polynomials & Rational Expressions,AAPR.6,"Apply algebraic techniques to rewrite simple rational expressions in different forms; using inspection, long division, or, for the more complicated examples, a computer algebra system."
South Carolina College and Career Ready Standards for Mathematics,Math,11,Arithmetic with Polynomials & Rational Expressions,AAPR.6,"Apply algebraic techniques to rewrite simple rational expressions in different forms; using inspection, long division, or, for the more complicated examples, a computer algebra system."
South Carolina College and Career Ready Standards for Mathematics,Math,12,Arithmetic with Polynomials & Rational Expressions,AAPR.6,"Apply algebraic techniques to rewrite simple rational expressions in different forms; using inspection, long division, or, for the more complicated examples, a computer algebra system."
South Carolina College and Career Ready Standards for Mathematics,Math,9,Arithmetic with Polynomials & Rational Expressions,AAPR.7,"Understand that rational expressions form a system analogous to the rational numbers, closed under addition, subtraction, multiplication, and division by a nonzero rational expression; add, subtract, multiply, and divide rational expressions."
South Carolina College and Career Ready Standards for Mathematics,Math,10,Arithmetic with Polynomials & Rational Expressions,AAPR.7,"Understand that rational expressions form a system analogous to the rational numbers, closed under addition, subtraction, multiplication, and division by a nonzero rational expression; add, subtract, multiply, and divide rational expressions."
South Carolina College and Career Ready Standards for Mathematics,Math,11,Arithmetic with Polynomials & Rational Expressions,AAPR.7,"Understand that rational expressions form a system analogous to the rational numbers, closed under addition, subtraction, multiplication, and division by a nonzero rational expression; add, subtract, multiply, and divide rational expressions."
South Carolina College and Career Ready Standards for Mathematics,Math,12,Arithmetic with Polynomials & Rational Expressions,AAPR.7,"Understand that rational expressions form a system analogous to the rational numbers, closed under addition, subtraction, multiplication, and division by a nonzero rational expression; add, subtract, multiply, and divide rational expressions."
South Carolina College and Career Ready Standards for Mathematics,Math,9,Creating Equations,ACE.1,"Create and solve equations and inequalities in one variable that model real-world problems involving linear, quadratic, simple rational, and exponential relationships. Interpret the solutions and determine whether they are reasonable."
South Carolina College and Career Ready Standards for Mathematics,Math,10,Creating Equations,ACE.1,"Create and solve equations and inequalities in one variable that model real-world problems involving linear, quadratic, simple rational, and exponential relationships. Interpret the solutions and determine whether they are reasonable."
South Carolina College and Career Ready Standards for Mathematics,Math,11,Creating Equations,ACE.1,"Create and solve equations and inequalities in one variable that model real-world problems involving linear, quadratic, simple rational, and exponential relationships. Interpret the solutions and determine whether they are reasonable."
