Standard,Subject,Grade,Strand,Standard Number,Description
New York Standards,English,1,Writing,1W4,"Create a response to a text, author, theme or personal experience (e.g., poem, dramatization, art work, or other)."
New York Standards,English,1,Writing,1W5,Begins in grade 4.
New York Standards,English,2,Writing,2W1,"Write an opinion about a topic or personal experience, using clear reasons and relevant evidence."
New York Standards,English,2,Writing,2W2,"Write informative/explanatory texts that introduce a topic, use facts and other information to develop points, use content-specific language, and provide a concluding statement or section."
New York Standards,English,2,Writing,2W3,"Write narratives which recount real or imagined experiences or a short sequence of events, including details to describe actions, thoughts, and feelings; use temporal words to signal event order, and provide a sense of closure."
New York Standards,English,2,Writing,2W4,"Create a response to a text, author, theme or personal experience (e.g., poem, play, story, art work, or other)."
New York Standards,English,2,Writing,2W5,Begins in grade 4.
New York Standards,English,3,Writing,3W1,"Write an argument to support claim(s), using clear reasons and relevant evidence."
New York Standards,English,3,Writing,3W1.a,"Introduce a claim, supported by details, and organize the reasons and evidence logically."
New York Standards,English,3,Writing,3W1.b,Use precise language and content-specific vocabulary.
New York Standards,English,3,Writing,3W1.c,Use linking words and phrases to connect ideas within categories of information.
New York Standards,English,3,Writing,3W1.d,Provide a concluding statement or section.
New York Standards,English,3,Writing,3W2,Write informative/explanatory texts to explore a topic and convey ideas and information relevant to the subject.
New York Standards,English,3,Writing,3W2.a,Introduce a topic and organize related information together.
New York Standards,English,3,Writing,3W2.b,"Develop a topic with facts, definitions, and details; include illustrations when useful for aiding comprehension."
New York Standards,English,3,Writing,3W2.c,Use precise language and content-specific vocabulary.
New York Standards,English,3,Writing,3W2.d,Use linking words and phrases to connect ideas within categories of information.
New York Standards,English,3,Writing,3W2.e,Provide a concluding statement or section.
New York Standards,English,3,Writing,3W3,"Write narratives to develop real or imagined experiences or events using effective techniques, descriptive details, and clear event sequences."
New York Standards,English,3,Writing,3W3.a,Establish a situation and introduce a narrator and/or characters.
New York Standards,English,3,Writing,3W3.b,"Use descriptions of actions, thoughts, and feelings to develop experiences and events or show the response of characters to situations."
New York Standards,English,3,Writing,3W3.c,Use temporal words and phrases to signal event order.
New York Standards,English,3,Writing,3W3.d,Provide a conclusion.
New York Standards,English,3,Writing,3W4,"Create a response to a text, author, theme or personal experience (e.g., poem, play, story, art work, or other)."
New York Standards,English,3,Writing,3W5,Begins in grade 4.
New York Standards,English,4,Writing,4W1,"Write an argument to support claim(s), using clear reasons and relevant evidence."
New York Standards,English,4,Writing,4W1.a,"Introduce a precise claim, supported by well-organized facts and details, and organize the reasons and evidence logically."
New York Standards,English,4,Writing,4W1.b,Use precise language and content-specific vocabulary.
New York Standards,English,4,Writing,4W1.c,Use transitional words and phrases to connect ideas within categories of information.
New York Standards,English,4,Writing,4W1.d,Provide a concluding statement or section related to the argument presented.
New York Standards,English,4,Writing,4W2,Write informative/explanatory texts to explore a topic and convey ideas and information relevant to the subject.
New York Standards,English,4,Writing,4W2.a,Introduce a topic clearly and organize related information in paragraphs and sections.
New York Standards,English,4,Writing,4W2.b,"Develop ideas on a topic with facts, definitions, concrete details, or other relevant information; include text features when useful for aiding comprehension."
New York Standards,English,4,Writing,4W2.c,Use precise language and content-specific vocabulary.
New York Standards,English,4,Writing,4W2.d,Use transitional words and phrases to connect ideas within categories of information.
New York Standards,English,4,Writing,4W2.e,Provide a concluding statement or section related to the information or explanation presented.
New York Standards,English,4,Writing,4W3,"Write narratives to develop real or imagined experiences or events using effective technique, descriptive details, and clear event sequences."
New York Standards,English,4,Writing,4W3.a,Establish a situation and introduce a narrator and/or characters.
New York Standards,English,4,Writing,4W3.b,"Use dialogue and description of actions, thoughts, and feelings to develop experiences and events or show the responses of characters to situations."
New York Standards,English,4,Writing,4W3.c,Use transitional words and phrases to manage the sequence of events.
New York Standards,English,4,Writing,4W3.d,Use concrete words and phrases and sensory details to convey experiences and events precisely.
New York Standards,English,4,Writing,4W3.e,Provide a conclusion that follows from the narrated experiences or events.
New York Standards,English,4,Writing,4W4,"Create a poem, story, play, art work, or other response to a text, author, theme, or personal experience."
New York Standards,English,4,Writing,4W5,"Draw evidence from literary or informational texts to respond and support analysis, reflection, and research by applying grade 4 reading standards."
New York Standards,English,5,Writing,5W1,Write an argument to support claims with clear reasons and relevant evidence.
New York Standards,English,5,Writing,5W1.a,Introduce a precise claim and organize the reasons and evidence logically.
New York Standards,English,5,Writing,5W1.b,Provide logically ordered reasons that are supported by facts and details from various sources.
New York Standards,English,5,Writing,5W1.c,Use precise language and content-specific vocabulary while writing an argument.
New York Standards,English,5,Writing,5W1.d,"Use appropriate transitional words, phrases, and clauses to clarify and connect ideas and concepts."
New York Standards,English,5,Writing,5W1.e,Provide a concluding statement or section related to the argument presented.
New York Standards,English,5,Writing,5W1.f,Maintain a style and tone appropriate to the writing task.
New York Standards,English,5,Writing,5W2,Write informative/explanatory texts to explore a topic and convey ideas and information relevant to the subject.
New York Standards,English,5,Writing,5W2.a,"Introduce a topic clearly, provide a general focus, and organize related information logically."
New York Standards,English,5,Writing,5W2.b,"Develop a topic with facts, definitions, concrete details, quotations, or other relevant information; include text features, illustrations, and multimedia to aid comprehension."
New York Standards,English,5,Writing,5W2.c,Use precise language and content-specific vocabulary to explain a topic.
New York Standards,English,5,Writing,5W2.d,"Use appropriate transitional/linking words, phrases, and clauses to clarify and connect ideas and concepts."
New York Standards,English,5,Writing,5W2.e,Provide a concluding statement or section related to the information or explanation presented.
New York Standards,English,5,Writing,5W2.f,Establish a style aligned to a subject area or task.
New York Standards,English,5,Writing,5W3,"Write narratives to develop real or imagined experiences or events using effective techniques, descriptive details, and clear event sequences."
New York Standards,English,5,Writing,5W3.a,Establish a situation and introduce a narrator and/or characters.
New York Standards,English,5,Writing,5W3.b,"Use narrative techniques, such as dialogue and description, to develop experiences and events or show the responses of characters to situations."
New York Standards,English,5,Writing,5W3.c,"Use a variety of transitional words, phrases, and clauses to manage the sequence of events."
New York Standards,English,5,Writing,5W3.d,Use concrete words and phrases and sensory details to convey experiences and events precisely.
New York Standards,English,5,Writing,5W3.e,Provide a conclusion that follows from the narrated experiences or events.
New York Standards,English,5,Writing,5W4,"Create a poem, story, play, art work, or other response to a text, author, theme, or personal experience."
New York Standards,English,5,Writing,5W5,"Draw evidence from literary or informational texts to respond and support analysis, reflection, and research by applying the Grade 5 Reading Standards."
New York Standards,English,6,Writing,6W1,Write arguments to support claims with clear reasons and relevant evidence.
New York Standards,English,6,Writing,6W1.a,"Introduce a precise claim, acknowledge and distinguish the claim from a counterclaim, and organize the reasons and evidence logically."
New York Standards,English,6,Writing,6W1.b,"Support claim(s) with clear reasons and relevant evidence, using credible sources while demonstrating an understanding of the topic or text."
New York Standards,English,6,Writing,6W1.c,Use precise language and content-specific vocabulary to argue a claim.
New York Standards,English,6,Writing,6W1.d,Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.
New York Standards,English,6,Writing,6W1.e,Provide a concluding statement or section that explains the significance of the argument presented.
New York Standards,English,6,Writing,6W1.f,Maintain a style and tone appropriate to the writing task.
New York Standards,English,6,Writing,6W2,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
New York Standards,English,6,Writing,6W2.a,"Introduce a topic clearly; organize ideas, concepts, and information using strategies such as definition, classification, comparison/contrast, and cause/effect;"
New York Standards,English,6,Writing,6W2.b,"Develop a topic with relevant facts, definitions, concrete details, quotations, or other information and examples; include formatting, graphics, and multimedia when useful to aid comprehension."
New York Standards,English,6,Writing,6W2.c,Use precise language and content-specific vocabulary to explain a topic.
New York Standards,English,6,Writing,6W2.d,Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.
New York Standards,English,6,Writing,6W2.e,Provide a concluding statement or section that explains the significance of the information presented.
New York Standards,English,6,Writing,6W2.f,Establish and maintain a style appropriate to the writing task.
New York Standards,English,6,Writing,6W3,"Write narratives to develop real or imagined experiences or events using effective techniques, descriptive details and sequencing."
New York Standards,English,6,Writing,6W3.a,Engage the reader by introducing a narrator and/or characters.
New York Standards,English,6,Writing,6W3.b,"Use narrative techniques, such as dialogue and description, to develop experiences, events, and/or characters."
New York Standards,English,6,Writing,6W3.c,"Use a variety of transitional words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another."
New York Standards,English,6,Writing,6W3.d,"Use precise words and phrases, relevant descriptive details, and sensory language to convey experiences and events."
New York Standards,English,6,Writing,6W3.e,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
New York Standards,English,6,Writing,6W4,"Create a poem, story, play, art work, or other response to a text, author, theme, or personal experience."
New York Standards,English,6,Writing,6W5,"Draw evidence from literary or informational texts to support analysis, reflection, and research. Apply grade 6 Reading standards to both literary and informational text, where applicable."
New York Standards,English,7,Writing,7W1,Write arguments to support claims with clear reasons and relevant evidence.
New York Standards,English,7,Writing,7W1.a,"Introduce a precise claim, acknowledge and distinguish the claim from a counterclaim, and organize the reasons and evidence logically."
New York Standards,English,7,Writing,7W1.b,"Support claim(s) with logical reasoning and relevant evidence, using credible sources while demonstrating an understanding of the topic or text."
New York Standards,English,7,Writing,7W1.c,Use precise language and content-specific vocabulary to argue a claim.
New York Standards,English,7,Writing,7W1.d,Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.
New York Standards,English,7,Writing,7W1.e,Provide a concluding statement or section that explains the significance of the argument presented.
New York Standards,English,7,Writing,7W1.f,Maintain a style and tone appropriate to the writing task.
New York Standards,English,7,Writing,7W2,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
New York Standards,English,7,Writing,7W2.a,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect."
New York Standards,English,7,Writing,7W2.b,"Develop a topic with relevant facts, definitions, concrete details, quotations, or other information and examples; include formatting, graphics, and multimedia when useful to aid comprehension."
New York Standards,English,7,Writing,7W2.c,Use precise language and content-specific vocabulary to explain a topic.
New York Standards,English,7,Writing,7W2.d,Use appropriate transitions to create cohesion and clarify the relationships among ideas and concepts.
New York Standards,English,7,Writing,7W2.e,Provide a concluding statement or section that explains the significance of the information presented.
New York Standards,English,7,Writing,7W2.f,Establish and maintain a style appropriate to the writing task.
New York Standards,English,7,Writing,7W3,"Write narratives to develop real or imagined experiences or events using effective techniques, descriptive details and clear sequencing."
New York Standards,English,7,Writing,7W3.a,Engage the reader by establishing a point of view and introducing a narrator and/or characters.
New York Standards,English,7,Writing,7W3.b,"Use narrative techniques, such as dialogue and description, to develop experiences, events, and/or characters."
New York Standards,English,7,Writing,7W3.c,"Use a variety of transitional words, phrases, and clauses to convey sequence and signal shifts from one time frame or setting to another."
New York Standards,English,7,Writing,7W3.d,"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events."
New York Standards,English,7,Writing,7W3.e,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
New York Standards,English,7,Writing,7W4,"Create a poem, story, play, art work, or other response to a text, author, theme, or personal experience."
New York Standards,English,7,Writing,7W5,"Draw evidence from literary or informational texts to support analysis, reflection, and research. Apply grade 7 Reading standards to both literary and informational text, where applicable."
New York Standards,English,8,Writing,8W1,Write arguments to support claims with clear reasons and relevant evidence.
New York Standards,English,8,Writing,8W1.a,"Introduce a precise claim, acknowledge and distinguish the claim(s) from a counterclaim, and organize the reasons and evidence logically."
New York Standards,English,8,Writing,8W1.b,"Support claim(s) with logical reasoning and relevant evidence, using credible sources while demonstrating an understanding of the topic or text."
New York Standards,English,8,Writing,8W1.c,Use precise language and content-specific vocabulary to argue a claim.
New York Standards,English,8,Writing,8W1.d,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.
New York Standards,English,8,Writing,8W1.e,Provide a concluding statement or section that explains the significance of the argument presented.
New York Standards,English,8,Writing,8W1.f,Maintain a style and tone appropriate to the writing task.
New York Standards,English,8,Writing,8W2,"Write informative/explanatory texts to examine a topic and convey ideas, concepts, and information through the selection, organization, and analysis of relevant content."
New York Standards,English,8,Writing,8W2.a,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information, using strategies such as definition, classification, comparison/contrast, and cause/effect."
New York Standards,English,8,Writing,8W2.b,"Develop a topic with relevant facts, definitions, concrete details, quotations, or other information and examples; include formatting, graphics, and multimedia when useful to aid comprehension."
New York Standards,English,8,Writing,8W2.c,Use precise language and content-specific vocabulary to explain a topic.
New York Standards,English,8,Writing,8W2.d,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.
New York Standards,English,8,Writing,8W2.e,Provide a concluding statement or section that explains the significance of the information presented.
New York Standards,English,8,Writing,8W2.f,Establish and maintain a style appropriate to the writing task.
New York Standards,English,8,Writing,8W3,"Write narratives to develop real or imagined experiences or events using effective techniques, relevant descriptive details and clear sequencing."
New York Standards,English,8,Writing,8W3.a,Engage the reader by establishing a point of view and introducing a narrator and/or characters.
New York Standards,English,8,Writing,8W3.b,"Use narrative techniques, such as dialogue, pacing, description, and reflection to develop experiences, events, and/or characters."
New York Standards,English,8,Writing,8W3.c,"Use a variety of transitional words, phrases, and clauses to convey sequence, signal shifts from one time frame or setting to another, and show the relationships among experiences and events."
New York Standards,English,8,Writing,8W3.d,"Use precise words and phrases, relevant descriptive details, and sensory language to capture the action and convey experiences and events."
New York Standards,English,8,Writing,8W3.e,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
New York Standards,English,8,Writing,8W4,"Create a poem, story, play, art work, or other response to a text, author, theme or personal experience; explain divergences from the original text when appropriate."
New York Standards,English,8,Writing,8W5,"Draw evidence from literary or informational texts to support analysis, reflection, and research. Apply grade 8 Reading standards to both literary and informational text, where applicable."
New York Standards,English,9,Writing,9-10W1,"Write arguments to support claims that analyze substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
New York Standards,English,10,Writing,9-10W1,"Write arguments to support claims that analyze substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
New York Standards,English,9,Writing,9-10W1.a,"Introduce precise claim(s), distinguish the claim(s) from counterclaims, establish and organize clear relationships among claim(s), counterclaim(s), reasons, and evidence."
New York Standards,English,10,Writing,9-10W1.a,"Introduce precise claim(s), distinguish the claim(s) from counterclaims, establish and organize clear relationships among claim(s), counterclaim(s), reasons, and evidence."
New York Standards,English,9,Writing,9-10W1.b,"Develop claim(s) and counterclaims in a balanced manner, supplying evidence for each while pointing out the strengths and limitations of both, anticipating the audience's knowledge level and concerns."
New York Standards,English,10,Writing,9-10W1.b,"Develop claim(s) and counterclaims in a balanced manner, supplying evidence for each while pointing out the strengths and limitations of both, anticipating the audience's knowledge level and concerns."
New York Standards,English,9,Writing,9-10W1.c,Use precise language and content-specific vocabulary to express the appropriate complexity of the topic.
New York Standards,English,10,Writing,9-10W1.c,Use precise language and content-specific vocabulary to express the appropriate complexity of the topic.
New York Standards,English,9,Writing,9-10W1.d,"Use appropriate and varied transitions to make critical connections and distinctions, create cohesion, and clarify the relationships among complex ideas and concepts."
New York Standards,English,10,Writing,9-10W1.d,"Use appropriate and varied transitions to make critical connections and distinctions, create cohesion, and clarify the relationships among complex ideas and concepts."
New York Standards,English,9,Writing,9-10W1.e,Provide a concluding statement or section that explains the significance of the argument presented.
New York Standards,English,10,Writing,9-10W1.e,Provide a concluding statement or section that explains the significance of the argument presented.
New York Standards,English,9,Writing,9-10W1.f,Maintain a style and tone appropriate to the writing task.
New York Standards,English,10,Writing,9-10W1.f,Maintain a style and tone appropriate to the writing task.
New York Standards,English,9,Writing,9-10W2,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content."
New York Standards,English,10,Writing,9-10W2,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content."
New York Standards,English,9,Writing,9-10W2.a,"Introduce and organize complex ideas, concepts, and information to make important connections and distinctions."
New York Standards,English,10,Writing,9-10W2.a,"Introduce and organize complex ideas, concepts, and information to make important connections and distinctions."
New York Standards,English,9,Writing,9-10W2.b,"Develop a topic with well-chosen relevant and sufficient facts, definitions, concrete details, quotations and paraphrased information or other examples appropriate to the audience's knowledge of the topic. Include formatting, graphics, and multimedia when useful to aid comprehension."
New York Standards,English,10,Writing,9-10W2.b,"Develop a topic with well-chosen relevant and sufficient facts, definitions, concrete details, quotations and paraphrased information or other examples appropriate to the audience's knowledge of the topic. Include formatting, graphics, and multimedia when useful to aid comprehension."
New York Standards,English,9,Writing,9-10W2.c,Use precise language and content-specific vocabulary to express the appropriate complexity of a topic.
New York Standards,English,10,Writing,9-10W2.c,Use precise language and content-specific vocabulary to express the appropriate complexity of a topic.
New York Standards,English,9,Writing,9-10W2.d,"Use appropriate and varied transitions to make critical connections and distinctions, create cohesion, and clarify relationships among complex ideas and concepts."
New York Standards,English,10,Writing,9-10W2.d,"Use appropriate and varied transitions to make critical connections and distinctions, create cohesion, and clarify relationships among complex ideas and concepts."
New York Standards,English,9,Writing,9-10W2.e,Provide a concluding statement or section that explains the significance of the information presented.
New York Standards,English,10,Writing,9-10W2.e,Provide a concluding statement or section that explains the significance of the information presented.
New York Standards,English,9,Writing,9-10W2.f,Establish and maintain a style appropriate to the writing task.
New York Standards,English,10,Writing,9-10W2.f,Establish and maintain a style appropriate to the writing task.
New York Standards,English,9,Writing,9-10W3,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
New York Standards,English,10,Writing,9-10W3,"Write narratives to develop real or imagined experiences or events using effective technique, well-chosen details, and well-structured event sequences."
New York Standards,English,9,Writing,9-10W3.a,"Engage the reader by presenting a problem, conflict, situation, or observation, establishing one or multiple point(s) of view, and introducing a narrator and/or characters."
New York Standards,English,10,Writing,9-10W3.a,"Engage the reader by presenting a problem, conflict, situation, or observation, establishing one or multiple point(s) of view, and introducing a narrator and/or characters."
New York Standards,English,9,Writing,9-10W3.b,"Use narrative techniques, such as dialogue, pacing, description, reflection, and plot line(s) to develop experiences, events, and/or characters."
New York Standards,English,10,Writing,9-10W3.b,"Use narrative techniques, such as dialogue, pacing, description, reflection, and plot line(s) to develop experiences, events, and/or characters."
New York Standards,English,9,Writing,9-10W3.c,Use a variety of techniques to sequence events to create cohesion and a smooth progression of experiences or events.
New York Standards,English,10,Writing,9-10W3.c,Use a variety of techniques to sequence events to create cohesion and a smooth progression of experiences or events.
New York Standards,English,9,Writing,9-10W3.d,"Use precise words and phrases, explicit details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
New York Standards,English,10,Writing,9-10W3.d,"Use precise words and phrases, explicit details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
New York Standards,English,9,Writing,9-10W3.e,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
New York Standards,English,10,Writing,9-10W3.e,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
New York Standards,English,9,Writing,9-10W4,"Create a poem, story, play, art work, or other response to a text, author, theme or personal experience; demonstrate knowledge and understanding of a variety of techniques and genres. Explain divergences from the original when appropriate."
New York Standards,English,10,Writing,9-10W4,"Create a poem, story, play, art work, or other response to a text, author, theme or personal experience; demonstrate knowledge and understanding of a variety of techniques and genres. Explain divergences from the original when appropriate."
New York Standards,English,9,Writing,9-10W5,"Draw evidence from literary or informational texts to support analysis, reflection, and research. Apply grade 9/10 Reading standards to both literary and informational text, where applicable."
New York Standards,English,10,Writing,9-10W5,"Draw evidence from literary or informational texts to support analysis, reflection, and research. Apply grade 9/10 Reading standards to both literary and informational text, where applicable."
New York Standards,English,11,Writing,11-12W1,"Write arguments to support claims that analyze substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
New York Standards,English,12,Writing,11-12W1,"Write arguments to support claims that analyze substantive topics or texts, using valid reasoning and relevant and sufficient evidence."
New York Standards,English,11,Writing,11-12W1.a,"Introduce precise claim(s), establish the significance of the claim(s), distinguish the claim(s) from counterclaim(s), and create an organization that logically sequences claims, counterclaims, reasons, and evidence."
New York Standards,English,12,Writing,11-12W1.a,"Introduce precise claim(s), establish the significance of the claim(s), distinguish the claim(s) from counterclaim(s), and create an organization that logically sequences claims, counterclaims, reasons, and evidence."
New York Standards,English,11,Writing,11-12W1.b,"Develop claim(s) and counterclaim(s) thoroughly and in a balanced manner, supplying the most relevant evidence for each while pointing out the strengths and limitations of both, anticipating the audience's knowledge level, concerns, values, and possible biases."
New York Standards,English,12,Writing,11-12W1.b,"Develop claim(s) and counterclaim(s) thoroughly and in a balanced manner, supplying the most relevant evidence for each while pointing out the strengths and limitations of both, anticipating the audience's knowledge level, concerns, values, and possible biases."
New York Standards,English,11,Writing,11-12W1.c,"Use precise language, content-specific vocabulary and literary techniques to express the appropriate complexity of the topic."
New York Standards,English,12,Writing,11-12W1.c,"Use precise language, content-specific vocabulary and literary techniques to express the appropriate complexity of the topic."
New York Standards,English,11,Writing,11-12W1.d,"Use appropriate and varied transitions, as well as varied syntax, to make critical connections, create cohesion, and clarify the relationships among complex ideas and concepts."
New York Standards,English,12,Writing,11-12W1.d,"Use appropriate and varied transitions, as well as varied syntax, to make critical connections, create cohesion, and clarify the relationships among complex ideas and concepts."
New York Standards,English,11,Writing,11-12W1.e,Provide a concluding statement or section that explains the significance of the argument presented.
New York Standards,English,12,Writing,11-12W1.e,Provide a concluding statement or section that explains the significance of the argument presented.
New York Standards,English,11,Writing,11-12W1.f,Maintain a style and tone appropriate to the writing task.
New York Standards,English,12,Writing,11-12W1.f,Maintain a style and tone appropriate to the writing task.
New York Standards,English,11,Writing,11-12W2,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content."
New York Standards,English,12,Writing,11-12W2,"Write informative/explanatory texts to examine and convey complex ideas, concepts, and information clearly and accurately through the effective selection, organization, and analysis of content."
New York Standards,English,11,Writing,11-12W2.a,"Introduce and organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole."
New York Standards,English,12,Writing,11-12W2.a,"Introduce and organize complex ideas, concepts, and information so that each new element builds on that which precedes it to create a unified whole."
New York Standards,English,11,Writing,11-12W2.b,"Develop a topic thoroughly by selecting the most significant and relevant facts, definitions, concrete details, direct quotations and paraphrased information or other examples, appropriate to the audience's knowledge of the topic. Include formatting, graphics, and multimedia when useful to aid comprehension."
New York Standards,English,12,Writing,11-12W2.b,"Develop a topic thoroughly by selecting the most significant and relevant facts, definitions, concrete details, direct quotations and paraphrased information or other examples, appropriate to the audience's knowledge of the topic. Include formatting, graphics, and multimedia when useful to aid comprehension."
New York Standards,English,11,Writing,11-12W2.c,"Use precise language, content-specific vocabulary and literary techniques to express the appropriate complexity of a topic."
New York Standards,English,12,Writing,11-12W2.c,"Use precise language, content-specific vocabulary and literary techniques to express the appropriate complexity of a topic."
New York Standards,English,11,Writing,11-12W2.d,"Use appropriate and varied transitions and syntax to make insightful connections and distinctions, create cohesion, and clarify relationships among complex ideas and concepts."
New York Standards,English,12,Writing,11-12W2.d,"Use appropriate and varied transitions and syntax to make insightful connections and distinctions, create cohesion, and clarify relationships among complex ideas and concepts."
New York Standards,English,11,Writing,11-12W2.e,Provide a concluding statement or section that explains the significance of the information presented.
New York Standards,English,12,Writing,11-12W2.e,Provide a concluding statement or section that explains the significance of the information presented.
New York Standards,English,11,Writing,11-12W2.f,Establish and maintain a style appropriate to the writing task.
New York Standards,English,12,Writing,11-12W2.f,Establish and maintain a style appropriate to the writing task.
New York Standards,English,11,Writing,11-12W3,"Write narratives to develop real or imagined experiences or events using effective techniques, well-chosen details, and well-structured event sequences."
New York Standards,English,12,Writing,11-12W3,"Write narratives to develop real or imagined experiences or events using effective techniques, well-chosen details, and well-structured event sequences."
New York Standards,English,11,Writing,11-12W3.a,"Engage the reader by presenting a problem, conflict, situation, or observation and its significance, establishing one or multiple point(s) of view, and introducing a narrator and/or characters."
New York Standards,English,12,Writing,11-12W3.a,"Engage the reader by presenting a problem, conflict, situation, or observation and its significance, establishing one or multiple point(s) of view, and introducing a narrator and/or characters."
New York Standards,English,11,Writing,11-12W3.b,"Use narrative techniques, such as dialogue, pacing, description, reflection, and plot lines to develop experiences, events, and/or characters."
New York Standards,English,12,Writing,11-12W3.b,"Use narrative techniques, such as dialogue, pacing, description, reflection, and plot lines to develop experiences, events, and/or characters."
New York Standards,English,11,Writing,11-12W3.c,"Use a variety of techniques to sequence events to create cohesion, a smooth progression of experiences or events, and build toward a particular tone and outcome (e.g., a sense of mystery, suspense, growth, or resolution)."
New York Standards,English,12,Writing,11-12W3.c,"Use a variety of techniques to sequence events to create cohesion, a smooth progression of experiences or events, and build toward a particular tone and outcome (e.g., a sense of mystery, suspense, growth, or resolution)."
New York Standards,English,11,Writing,11-12W3.d,"Use precise words and phrases, explicit details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
New York Standards,English,12,Writing,11-12W3.d,"Use precise words and phrases, explicit details, and sensory language to convey a vivid picture of the experiences, events, setting, and/or characters."
New York Standards,English,11,Writing,11-12W3.e,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
New York Standards,English,12,Writing,11-12W3.e,"Provide a conclusion that follows from and reflects on what is experienced, observed, or resolved over the course of the narrative."
New York Standards,English,11,Writing,11-12W4,"Create a poem, story, play, art work, or other response to a text, author, theme or personal experience; demonstrate knowledge and understanding of a variety of techniques and genres. Explain connections between the original and the created work."
New York Standards,English,12,Writing,11-12W4,"Create a poem, story, play, art work, or other response to a text, author, theme or personal experience; demonstrate knowledge and understanding of a variety of techniques and genres. Explain connections between the original and the created work."
New York Standards,English,11,Writing,11-12W5,"Draw evidence from literary or informational texts to support analysis, reflection, and research. Apply grade 11/12 Reading standards to both literary and informational text, where applicable."
New York Standards,English,12,Writing,11-12W5,"Draw evidence from literary or informational texts to support analysis, reflection, and research. Apply grade 11/12 Reading standards to both literary and informational text, where applicable."
New York Standards,English,Pre K,Writing,PKW6,Develop questions and participate in shared research and exploration to answer questions and to build and share knowledge.
New York Standards,English,Pre K,Writing,PKW7,Engage in a discussion using gathered information from experiences or provided resources.
New York Standards,English,K,Writing,KW6,Develop questions and participate in shared research and exploration to answer questions and to build and share knowledge.
New York Standards,English,K,Writing,KW7,"Recall and represent relevant information from experiences or gather information from provided sources to answer a question in a variety of ways (e.g., drawing, oral expression, and/or emergent writing)."
New York Standards,English,1,Writing,1W6,Develop questions and participate in shared research and explorations to answer questions and to build knowledge.
New York Standards,English,1,Writing,1W7,Recall and represent relevant information from experiences or gather information from provided sources to answer a question in a variety of ways.
New York Standards,English,2,Writing,2W6,Develop questions and participate in shared research and explorations to answer questions and to build knowledge.
New York Standards,English,2,Writing,2W7,Recall and represent relevant information from experiences or gather information from provided sources to answer a question.
New York Standards,English,3,Writing,3W6,"Conduct research to answer questions, including self-generated questions, and to build knowledge."
New York Standards,English,3,Writing,3W7,Recall relevant information from experiences or gather information from multiple sources; take brief notes on sources and sort evidence into provided categories.
New York Standards,English,4,Writing,4W6,"Conduct research to answer questions, including self-generated questions, and to build knowledge through investigating multiple aspects of a topic."
New York Standards,English,4,Writing,4W7,"Recall relevant information from experiences or gather relevant information from multiple sources; take notes and categorize information, and provide a list of sources."
New York Standards,English,5,Writing,5W6,"Conduct research to answer questions, including self-generated questions, and to build knowledge through investigation of multiple aspects of a topic using multiple sources."
New York Standards,English,5,Writing,5W7,Recall relevant information from experiences or gather relevant information from multiple sources; summarize or paraphrase; avoid plagiarism and provide a list of sources.
New York Standards,English,6,Writing,6W6,"Conduct research to answer questions, including self-generated questions, drawing on multiple sources and refocusing the inquiry when appropriate."
